,Solvent,dH (kJ/mol),dS (J/mol/K),BASE_State,BASE_Category,Canonical SMILES,Source,GT_Data,BASE_Monomer_State,BASE_Polymer_State,Solvent_SMILES,Solvent_SMILES_2,SOLV_PARAM_s_g,SOLV_PARAM_b_g,SOLV_PARAM_e_g,SOLV_PARAM_l_g,SOLV_PARAM_a_g,SOLV_PARAM_c_g,SOLV_PARAM_visc at 298 K (cP),SOLV_PARAM_dielectric constant,PEP_dHf_0,PEP_dHf_1,PEP_dHf_2,PEP_dH_(kcal/mol),TANIMOTO,DIPOLE_mmff94,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_E_GC,SOLUTE_S_GC,SOLUTE_A_GC,SOLUTE_B_GC,SOLUTE_L_GC,SOLUTE_V_GC,SOLUTE_E_ML,SOLUTE_S_ML,SOLUTE_A_ML,SOLUTE_B_ML,SOLUTE_L_ML,SOLUTE_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_Al_COO,RDKIT_fr_Al_OH,RDKIT_fr_Al_OH_noTert,RDKIT_fr_ArN,RDKIT_fr_Ar_COO,RDKIT_fr_Ar_N,RDKIT_fr_Ar_NH,RDKIT_fr_Ar_OH,RDKIT_fr_COO,RDKIT_fr_COO2,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_C_S,RDKIT_fr_HOCCN,RDKIT_fr_Imine,RDKIT_fr_NH0,RDKIT_fr_NH1,RDKIT_fr_NH2,RDKIT_fr_N_O,RDKIT_fr_Ndealkylation1,RDKIT_fr_Ndealkylation2,RDKIT_fr_Nhpyrrole,RDKIT_fr_SH,RDKIT_fr_aldehyde,RDKIT_fr_alkyl_carbamate,RDKIT_fr_alkyl_halide,RDKIT_fr_allylic_oxid,RDKIT_fr_amide,RDKIT_fr_amidine,RDKIT_fr_aniline,RDKIT_fr_aryl_methyl,RDKIT_fr_azide,RDKIT_fr_azo,RDKIT_fr_barbitur,RDKIT_fr_benzene,RDKIT_fr_benzodiazepine,RDKIT_fr_bicyclic,RDKIT_fr_diazo,RDKIT_fr_dihydropyridine,RDKIT_fr_epoxide,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_furan,RDKIT_fr_guanido,RDKIT_fr_halogen,RDKIT_fr_hdrzine,RDKIT_fr_hdrzone,RDKIT_fr_imidazole,RDKIT_fr_imide,RDKIT_fr_isocyan,RDKIT_fr_isothiocyan,RDKIT_fr_ketone,RDKIT_fr_ketone_Topliss,RDKIT_fr_lactam,RDKIT_fr_lactone,RDKIT_fr_methoxy,RDKIT_fr_morpholine,RDKIT_fr_nitrile,RDKIT_fr_nitro,RDKIT_fr_nitro_arom,RDKIT_fr_nitro_arom_nonortho,RDKIT_fr_nitroso,RDKIT_fr_oxazole,RDKIT_fr_oxime,RDKIT_fr_para_hydroxylation,RDKIT_fr_phenol,RDKIT_fr_phenol_noOrthoHbond,RDKIT_fr_phos_acid,RDKIT_fr_phos_ester,RDKIT_fr_piperdine,RDKIT_fr_piperzine,RDKIT_fr_priamide,RDKIT_fr_prisulfonamd,RDKIT_fr_pyridine,RDKIT_fr_quatN,RDKIT_fr_sulfide,RDKIT_fr_sulfonamd,RDKIT_fr_sulfone,RDKIT_fr_term_acetylene,RDKIT_fr_tetrazole,RDKIT_fr_thiazole,RDKIT_fr_thiocyan,RDKIT_fr_thiophene,RDKIT_fr_unbrch_alkane,RDKIT_fr_urea,STERICS_Backbone_Length,STERICS_Side_Chain_Ratio,STERICS_Wiener_Index,STERICS_Chiral_Centers,STERICS_Rad_Gyration,STERICS_VDW_Volume,STERICS_Volume,STERICS_Bridgehead_Atoms,STERICS_Stereocenters
319,dichloromethane,-12.1,-13.4,ss,ROMP,C1=CCCC2CCCC2CC1,Understanding the StructureâPolymerization Thermodynamics Relationships of Fused-Ring Cyclooctenes for Developing Chemically Recyclable Polymers,FALSE,s,s,C(Cl)Cl,,1.72,0.58,-0.69,0.97,0.35,0.19,0.41,8.93,-3.8,-61.6,-74.4,-9,0,0.07,-13.6,-26.64,-0.0438,2.38,1.41,0.6585,0.6776,0,0.1177,5.7641,1.3983,0.5938,0.3069,0.0008,0.1142,5.3229,1.3983,2.383472222,2.383472222,1.097175926,1.097175926,0.463294998,37.81818182,150.265,132.121,150.1408506,62,0,-0.034799475,-0.088528546,0.088528546,0.034799475,0.727272727,1.272727273,1.818181818,14.31079947,9.862986917,2.255359161,-2.191902444,2.38191854,-2.078698072,4.892232392,0.343030154,2.350964142,1.968404173,130.1173001,7.518661569,7.259148545,7.259148545,5.466326495,5.116156409,5.116156409,4.07716803,4.07716803,3.391411538,3.391411538,2.730017402,2.730017402,-0.26,601.8468203,7.392409242,3.424418662,1.661505201,69.68740683,0,0,0,0,0,0,0,0,0,0,31.41450508,37.51909858,0,0,0,0,0,0,11.83581209,44.94575136,0,12.15204021,0,0,0,0,0,0,0,0,11.83581209,44.94575136,12.15204021,0,0,0,0,0,0,0,0,0,11.83581209,44.94575136,0,0,12.15204021,0,0,0,0,0,0,2.194351852,0,14.97231481,0,0,0.818181818,11,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,2,3.5329,48.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.23,279,0,2.286754951,268.7192692,1509.841052,0,2
320,tetrahydrofuran,-17.9,-19.8,ss,cyclic,COC(=O)CCCCC1CCSS1,Architecture-Controlled Ring-Opening Polymerization for Dynamic Covalent Poly(disulfide)s,TRUE,s,s,C1CCOC1,,1.33,-0.04,-0.49,1.02,3.12,0.16,0.47,7.58,-106.34,-127.84,-235.18,-1,0.054,3.72,-17.45,-31.35,-0.0466,3.06,0.48,0.843,1.2201,0,0.8245,7.1786,1.6695,0.839,1.3433,-0.0121,0.7952,7.5119,1.6695,10.77636128,10.77636128,0.075509259,-0.075509259,0.404162565,21.76923077,220.359,204.231,220.0591718,76,0,0.305001845,-0.468995428,0.468995428,0.305001845,1.538461538,2.384615385,3,33.1147652,10.11544018,2.151608837,-2.051388573,2.393552154,-2.011806529,8.769354074,-0.140248453,2.642370469,1.910653199,155.6936914,9.518661569,7.952984118,9.58597728,6.325698503,4.677590614,7.059678737,3.150798452,5.938322809,2.111955046,5.118721656,1.307866665,4.335501255,0.17,1315.900493,11.24593014,6.598204367,4.81407048,87.57420626,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,28.00861758,19.26246487,17.42361326,7.109797541,9.531400138,27.55710124,0,0,0,37.35404614,12.86265115,0,0,0,0,0,0,21.58779595,24.08189447,9.531400138,0,32.10410811,0,0,0,0,26.3,0,4.794537184,0,5.969305288,6.420821623,18.09158128,25.70429439,0,21.58779595,4.736862954,0,4.573999066,0,10.77636128,0.835784203,0,1.22244213,0,5.324379645,0,5.433700344,0.888888889,13,0,2,0,1,1,0,0,0,4,0,4,5,0,1,1,1,2.8735,58.938,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0.53,474,0,3.431631788,317.5773182,1784.357607,0,1
321,dioxane,-22.9,-25,ss,ROP,CC1OC(=O)C(C)OC1=O,Aliphatic Polyester Block Polymer Design,TRUE,s,s,C1COCCO1,,1.79,0.02,-0.37,0.91,2.98,-0.02,1.18,2.25,-166.36,-203.89,-390.75,-20.5,0.056,2.36,-21.38,-38.15,-0.0563,3.75,0.04,0.566,1.0926,0,1.0126,4.3705,0.9942,0.4627,1.4162,0.0366,0.7215,4.2204,0.9942,10.65060185,10.65060185,0.479537037,-0.746574074,0.44398579,33,144.126,136.062,144.0422587,56,0,0.347495755,-0.44791497,0.44791497,0.347495755,1,1.3,1.6,16.64481002,10.29938649,2.315265142,-2.219035522,2.079846784,-2.40411873,5.863252661,-0.191316406,1.841127075,2.631435738,154.5866297,7.723614639,5.7876937,5.7876937,4.609060905,3.019951909,3.019951909,2.158230498,2.158230498,1.249715809,1.249715809,0.636325076,0.636325076,-1.06,156.4958014,7.051856823,2.283867428,1.097061983,58.10826511,9.473725908,0,12.20793278,0,0,11.93861058,0,9.589074368,0,0,0,13.8474744,0,0,19.06280028,11.93861058,0,0,0,26.05540717,0,0,0,0,0,0,0,0,24.14654335,19.06280028,0,13.8474744,0,0,0,0,52.6,24.14654335,9.589074368,0,0,0,0,13.8474744,0,0,9.473725908,0,9.194444444,0,21.3012037,0,0,-0.959074074,0,-1.493148148,2.956574074,0,0.666666667,10,0,4,0,1,1,0,0,0,4,0,4,0,0,1,1,1,-0.1366,31.108,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.33,216,0,2.0679571,244.2902447,1372.582774,0,2
322,dichloromethane,-11.3,-12.1,ss,ROMP,C1=CCCC2OCOC2CC1,Understanding the StructureâPolymerization Thermodynamics Relationships of Fused-Ring Cyclooctenes for Developing Chemically Recyclable Polymers,FALSE,s,s,C(Cl)Cl,,1.72,0.58,-0.69,0.97,0.35,0.19,0.41,8.93,-63.1,-121.2,-193.6,-9.3,0,1.53,-16.04,-30.09,-0.0471,2.81,1.84,0.7015,0.7765,0,0.5893,5.2018,1.2339,0.6138,0.7892,0.0105,0.6743,4.5551,1.2339,5.436296296,5.436296296,0.374953704,0.374953704,0.49568893,37.81818182,154.209,140.097,154.0993797,62,0,0.14722735,-0.349472383,0.349472383,0.14722735,0.909090909,1.454545455,2,16.71394408,10.00760873,2.276191517,-2.162719605,2.230870783,-2.222621772,4.891250269,0.037017417,2.350964142,1.968404173,137.6417228,7.518661569,6.661431564,6.661431564,5.466326495,4.348414619,4.348414619,3.154192904,3.154192904,2.381276353,2.381276353,1.723863253,1.723863253,-0.34,601.8468203,7.316684977,3.37089302,1.627838766,67.18461306,9.473725908,6.792942306,0,0,0,0,0,0,0,0,12.15204021,25.68328649,0,12.20793278,9.473725908,0,0,0,0,37.89121927,6.792942306,12.15204021,0,0,0,0,0,0,19.00087508,9.473725908,0,25.68328649,12.15204021,0,0,0,18.46,0,0,0,0,19.00087508,25.68328649,0,0,0,12.15204021,9.473725908,10.87259259,0,0,0,0,0,0,9.784814815,0.509259259,0,0.777777778,11,0,2,1,1,2,0,0,0,2,0,2,0,0,1,1,2,1.8581,42.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.23,279,0,2.20171783,268.7192692,1509.841052,0,2
323,dichloromethane,-10.9,-11.3,ss,ROMP,CC1OC2CCC=CCCC2O1,Understanding the Structure_Polymerization Thermodynamics Relationships of Fused-Ring Cyclooctenes for Developing Chemically Recyclable Polymers,FALSE,s,s,C(Cl)Cl,,1.72,0.58,-0.69,0.97,0.35,0.19,0.41,8.93,-73.55,-131.65,-214.5,-9.3,0,1.63,-15.71,-29.37,-0.0458,2.75,1.78,0.6939,0.7581,0,0.5777,5.7577,1.3748,0.5605,0.7437,0.0085,0.6504,5.101,1.3748,5.64462963,5.64462963,0.01212963,0.01212963,0.516368678,41.91666667,168.236,152.108,168.1150298,68,0,0.155307868,-0.347015452,0.347015452,0.155307868,1,1.5,2,16.73109171,10.00760873,2.322278194,-2.162240896,2.268577937,-2.222621772,4.898223467,-0.051700017,2.31664442,1.978960174,158.6773929,8.388905057,7.531675052,7.531675052,5.860173345,4.819819139,4.819819139,3.542803533,3.542803533,2.549902807,2.549902807,1.964191527,1.964191527,-0.34,824.7254136,8.266954521,3.583946049,1.697275241,73.54955518,9.473725908,0,6.290026729,0,0,0,0,0,0,0,12.15204021,32.60702369,0,12.20793278,9.473725908,0,0,0,0,51.1049832,0,12.15204021,0,0,0,0,0,0,18.4979595,9.473725908,0,32.60702369,12.15204021,0,0,0,18.46,0,0,0,6.290026729,12.20793278,25.68328649,0,0,6.9237372,12.15204021,9.473725908,11.28925926,0,0,0,0,0,0,9.726296296,1.984444444,0,0.8,12,0,2,1,1,2,0,0,0,2,0,2,0,0,1,1,2,2.2466,46.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.29,334,0,2.394647305,293.1482937,1647.099329,0,3
324,toluene,-13,-13,ss,cationic,C1COCOCCO1,PHB,FALSE,s,s,CC1=CC=CC=C1,,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,-111.72,-137.82,-255.14,-5.6,0,2.64,-21.14,-37.82,-0.056,3.7,3.13,0.2186,0.6224,0,0.8725,3.2434,0.8806,0.3924,0.871,0.0036,0.9558,3.5716,0.8806,5.024444444,5.024444444,0.42,0.42,0.44806183,24,118.132,108.052,118.0629942,48,0,0.14643939,-0.376663644,0.376663644,0.14643939,0.625,1.125,1.75,16.67648922,10.68993583,1.93804517,-2.095696264,1.853669098,-2.153320965,4.323679018,-0.108164219,1.61544061,2,31.63547202,5.656854249,4.760278777,4.760278777,4,2.732050808,2.732050808,1.546720147,1.546720147,0.910683603,0.910683603,0.514541028,0.514541028,-0.12,72.69482744,6.006903553,3.830810379,2.255093406,48.53382402,14.21058886,6.792942306,0,0,0,0,0,0,0,0,0,0,0,26.42752786,14.21058886,0,0,0,0,0,33.22047016,0,0,0,0,0,0,0,33.22047016,14.21058886,0,0,0,0,0,0,27.69,0,0,0,0,33.22047016,0,0,0,0,0,14.21058886,14.87888889,0,0,0,0,0,0,0,3.121111111,0,1,8,0,3,0,1,1,0,0,0,3,0,3,0,0,1,1,1,0.0073,27.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,165,0,1.783836122,195.4321958,1098.066219,0,0
325,toluene,-14,-14,ss,ROP,CCC1CCOC(=O)CC1,Insights into substitution strategy towards thermodynamic and property regulation of chemically recyclable polymers,FALSE,s,s,CC1=CC=CC=C1,,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,-106.57,-135.3,-253.37,-11.5,0.061,4.05,-20.92,-36.05,-0.0508,3.67,3.09,0.2362,1.2706,0,0.6385,5.2907,1.2016,0.3606,1.281,0.0277,0.5874,5.2442,1.2016,10.72231859,10.72231859,0.017638889,-0.017638889,0.52112876,27.3,142.198,128.086,142.0993797,58,0,0.3052884,-0.465663744,0.465663744,0.3052884,1.6,2.4,3.1,16.53271386,9.981439976,2.143541743,-2.062391349,2.182461742,-1.998313116,5.689818642,-0.142185877,2.135571777,2.326652594,120.4259988,7.397341225,6.429380756,6.429380756,4.825698503,3.982328468,3.982328468,2.822094144,2.822094144,2.123209403,2.123209403,1.286157599,1.286157599,-0.53,228.5061802,7.575596621,3.592508283,2.010926773,61.563082,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,13.34455882,18.75954929,6.420821623,6.606881965,9.531400138,5.969305288,0,0,5.917906046,32.60702369,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,5.917906046,32.60702369,0,0,0,0,26.3,0,4.794537184,0,5.969305288,18.94560963,12.84164325,6.420821623,0,0,6.9237372,4.736862954,4.895972222,0,10.72231859,0,0,0.696666667,0,3.881666667,2.80337585,0,0.875,10,0,2,0,1,1,0,0,0,2,0,2,1,0,1,1,1,1.7397,38.591,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.25,237,0,2.195317564,244.2902447,1372.582774,0,1
326,,-84.5,-83,ls,cationic,ClCC1(CCl)COC1,PHB,FALSE,l,s,,,,,,,,,,,-43.59,-89.79,-159.08,-25.7,1,3.03,-32.66,-49.42,-0.0563,5.72,2.15,0.5204,0.9122,0,0.3632,4.4205,1.008,0.5344,0.895,-0.0055,0.5189,4.1615,1.008,5.595817901,5.595817901,0.114197531,0.114197531,0.548479492,24.75,155.024,146.96,153.9952202,48,0,0.056740723,-0.379932915,0.379932915,0.056740723,1.25,1.75,1.75,35.49683014,9.912776588,2.3613011,-2.37316322,2.292281345,-2.451632649,6.210676583,-0.084596878,1.668645033,2.334290882,66.98808013,6.035533906,4.492604361,6.004462253,3.828427125,2.526086315,3.595131283,2.260060522,2.794583006,1.38344329,2.517336709,0.580754843,1.175075829,0.54,53.39664107,6.657096019,2.421671467,0.949442055,58.91326602,4.736862954,0,0,0,0,0,0,0,0,23.20187978,0,0,17.17499736,13.21376393,4.736862954,23.20187978,0,0,5.414990469,0,24.97377082,0,0,0,0,0,0,23.20187978,24.97377082,4.736862954,5.414990469,0,0,0,0,0,9.23,0,0,0,5.414990469,11.76000689,13.21376393,0,0,0,0,27.93874273,4.951111111,11.1916358,0,0,0.114197531,1.243055556,0,0,1.472222222,0,1,8,0,1,0,1,1,0,0,0,1,0,3,2,0,1,1,1,1.4806,34.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.4,129,0,2.140893647,195.4321958,1098.066219,0,0
327,,-97.5,-93,ls,cationic,CC1(C)CC1,PHB,TRUE,l,s,,,,,,,,,,,-1.77,-49.18977,-79.24,-28.28023,1,0.15,-15.13,-26.8,-0.0392,2.65,3.44,0.1975,0.0815,0,0,2.0974,0.7045,0.2333,0.1265,0.0016,-0.0027,2.2718,0.7045,2.298611111,2.298611111,0.75,0.75,0.407445494,30,70.135,60.055,70.07825032,30,0,-0.035381733,-0.059908808,0.059908808,0.035381733,1.2,1.4,1.4,14.35509909,10.19856245,2.29963014,-1.857529435,2.431298461,-1.747191264,4.819125162,0.652597323,1.760964047,2.382198575,38,3.914213562,3.914213562,3.914213562,2.207106781,2.207106781,2.207106781,2.664213562,2.664213562,1.25,1.25,0.25,0.25,0,17.60964047,3.2,0.5625,0.64,33.19318833,0,0,0,0,0,0,0,0,0,0,13.8474744,18.25663372,0,0,0,0,0,0,5.414990469,26.68911765,0,0,0,0,0,0,0,0,0,0,5.414990469,26.68911765,0,0,0,0,0,0,0,0,0,0,5.414990469,12.84164325,0,0,13.8474744,0,0,0,0,0,0.75,0,0,2.902777778,4.597222222,0,1,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1.8064,23.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.29,46,0,1.489525963,122.1451224,686.2913872,0,0
328,toluene,-16.2,-14.9,ss,ROP,CC1CCOC(=O)CC1,Insights into substitution strategy towards thermodynamic and property regulation of chemically recyclable polymers,FALSE,s,s,CC1=CC=CC=C1,,0.9,0.12,-0.32,1.03,0.59,0.08,0.56,2.2,-101.67,-130.4,-243.57,-11.5,0.067,4.04,-21,-36.13,-0.0508,3.68,3.11,0.2362,1.2706,0,0.6385,4.7981,1.0607,0.3647,1.2506,0.0252,0.5885,4.7351,1.0607,10.60638889,10.60638889,0.02837963,-0.02837963,0.460160525,29,128.171,116.075,128.0837296,52,0,0.305288218,-0.465663932,0.465663932,0.305288218,1.555555556,2.333333333,3.111111111,16.5327061,10.03981507,2.118437713,-2.003471343,2.139321892,-1.997131385,5.689673341,-0.14218501,1.965641426,2.3383518,109.4837784,6.690234444,5.722273975,5.722273975,4.2876937,3.444323666,3.444323666,2.652992165,2.652992165,1.714961113,1.714961113,0.9547026,0.9547026,-0.53,123.8354098,6.588063754,2.852566646,2.038928006,55.19813989,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,6.9237372,18.75954929,6.420821623,6.606881965,9.531400138,5.969305288,0,0,5.917906046,26.18620207,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,5.917906046,26.18620207,0,0,0,0,26.3,0,4.794537184,0,5.969305288,18.94560963,12.84164325,0,0,0,6.9237372,4.736862954,4.834305556,0,10.60638889,0,0,0.635,0,2.644583333,2.779722222,0,0.857142857,9,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,1.3496,33.974,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.18,192,0,2.021331137,219.8612203,1235.324497,0,1
329,,-83,-75,ls,ROP,O=C1CCO1,Aliphatic Polyester Block Polymer Design,TRUE,l,s,,,,,,,,,,,-67.57,-108.7,-200.17,-23.9,1,3.71,-29.53,-45.9,-0.0549,5.18,0.71,0.2471,1.1953,0,0.4804,2.744,0.4971,0.3646,1.4895,0.0053,0.4405,2.7717,0.4971,9.677083333,9.677083333,0.064814815,-0.064814815,0.374381358,20.4,72.063,68.031,72.02112937,28,0,0.308761783,-0.464962557,0.464962557,0.308761783,1.8,2.2,2.2,16.55521373,10.38251933,2.104583453,-2.086085417,1.965159958,-2.182101399,5.732167826,-0.156744132,1.298794941,2.32240505,51.913403,3.698670613,2.730710143,2.730710143,2.39384685,1.550476816,1.550476816,0.97047018,0.97047018,0.569235928,0.569235928,0.185395406,0.185395406,-0.53,10.39035953,2.693713647,0.707536304,0.250604861,29.73837143,4.736862954,6.606881965,0,0,0,5.969305288,4.794537184,0,0,0,0,0,0,6.420821623,9.531400138,5.969305288,0,0,0,6.420821623,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,6.420821623,0,0,0,0,26.3,0,4.794537184,0,5.969305288,13.02770359,0,0,0,0,4.736862954,0,4.291666667,0,9.677083333,0,0,-0.064814815,0,0.625,0.637731481,0,0.666666667,5,0,2,0,1,1,0,0,0,2,0,2,0,0,1,1,1,-0.0667,15.576,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.14,52,0,1.364569123,122.1451224,686.2913872,0,0
