,Solvent,dH (kJ/mol),dS (J/mol/K),BASE_State,BASE_Category,Canonical SMILES,Source,GT_Data,BASE_Monomer_State,BASE_Polymer_State,Solvent_SMILES,Solvent_SMILES_2,SOLV_PARAM_s_g,SOLV_PARAM_b_g,SOLV_PARAM_e_g,SOLV_PARAM_l_g,SOLV_PARAM_a_g,SOLV_PARAM_c_g,SOLV_PARAM_visc at 298 K (cP),SOLV_PARAM_dielectric constant,PEP_dHf_0,PEP_dHf_1,PEP_dHf_2,PEP_dH_(kcal/mol),TANIMOTO,DIPOLE_mmff94,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_E_GC,SOLUTE_S_GC,SOLUTE_A_GC,SOLUTE_B_GC,SOLUTE_L_GC,SOLUTE_V_GC,SOLUTE_E_ML,SOLUTE_S_ML,SOLUTE_A_ML,SOLUTE_B_ML,SOLUTE_L_ML,SOLUTE_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_Al_COO,RDKIT_fr_Al_OH,RDKIT_fr_Al_OH_noTert,RDKIT_fr_ArN,RDKIT_fr_Ar_COO,RDKIT_fr_Ar_N,RDKIT_fr_Ar_NH,RDKIT_fr_Ar_OH,RDKIT_fr_COO,RDKIT_fr_COO2,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_C_S,RDKIT_fr_HOCCN,RDKIT_fr_Imine,RDKIT_fr_NH0,RDKIT_fr_NH1,RDKIT_fr_NH2,RDKIT_fr_N_O,RDKIT_fr_Ndealkylation1,RDKIT_fr_Ndealkylation2,RDKIT_fr_Nhpyrrole,RDKIT_fr_SH,RDKIT_fr_aldehyde,RDKIT_fr_alkyl_carbamate,RDKIT_fr_alkyl_halide,RDKIT_fr_allylic_oxid,RDKIT_fr_amide,RDKIT_fr_amidine,RDKIT_fr_aniline,RDKIT_fr_aryl_methyl,RDKIT_fr_azide,RDKIT_fr_azo,RDKIT_fr_barbitur,RDKIT_fr_benzene,RDKIT_fr_benzodiazepine,RDKIT_fr_bicyclic,RDKIT_fr_diazo,RDKIT_fr_dihydropyridine,RDKIT_fr_epoxide,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_furan,RDKIT_fr_guanido,RDKIT_fr_halogen,RDKIT_fr_hdrzine,RDKIT_fr_hdrzone,RDKIT_fr_imidazole,RDKIT_fr_imide,RDKIT_fr_isocyan,RDKIT_fr_isothiocyan,RDKIT_fr_ketone,RDKIT_fr_ketone_Topliss,RDKIT_fr_lactam,RDKIT_fr_lactone,RDKIT_fr_methoxy,RDKIT_fr_morpholine,RDKIT_fr_nitrile,RDKIT_fr_nitro,RDKIT_fr_nitro_arom,RDKIT_fr_nitro_arom_nonortho,RDKIT_fr_nitroso,RDKIT_fr_oxazole,RDKIT_fr_oxime,RDKIT_fr_para_hydroxylation,RDKIT_fr_phenol,RDKIT_fr_phenol_noOrthoHbond,RDKIT_fr_phos_acid,RDKIT_fr_phos_ester,RDKIT_fr_piperdine,RDKIT_fr_piperzine,RDKIT_fr_priamide,RDKIT_fr_prisulfonamd,RDKIT_fr_pyridine,RDKIT_fr_quatN,RDKIT_fr_sulfide,RDKIT_fr_sulfonamd,RDKIT_fr_sulfone,RDKIT_fr_term_acetylene,RDKIT_fr_tetrazole,RDKIT_fr_thiazole,RDKIT_fr_thiocyan,RDKIT_fr_thiophene,RDKIT_fr_unbrch_alkane,RDKIT_fr_urea,STERICS_Backbone_Length,STERICS_Side_Chain_Ratio,STERICS_Wiener_Index,STERICS_Chiral_Centers,STERICS_Rad_Gyration,STERICS_VDW_Volume,STERICS_Volume,STERICS_Bridgehead_Atoms,STERICS_Stereocenters
375,,-57.5,,ls,vinyl/acrylic,C=C(C)C(=O)OCCC,PHB,FALSE,l,s,,,,,,,,,,,-95.25,-138.49,-256.48,-22.74,1,2.04,-24.72,-44.38,-0.066,4.33,2.38,0.1587,0.5293,0,0.479,3.7641,1.1263,0.1848,0.5079,0.0002,0.4574,3.7733,1.1263,10.5799537,10.5799537,0.294583333,-0.294583333,0.425166175,8.666666667,128.171,116.075,128.0837296,52,0,0.332602642,-0.462365429,0.462365429,0.332602642,1.666666667,2.222222222,2.555555556,16.53270058,10.35551747,1.989360511,-1.98999214,1.913808463,-2.044151872,5.863725084,-0.138436714,1.822759081,3.394048948,116.0845584,7.276020882,5.937816924,5.937816924,4.180739213,3.007583597,3.007583597,1.916249277,1.916249277,0.785742279,0.785742279,0.317959596,0.317959596,-0.79,80.20139956,8.21,4.125077866,3.764785021,55.51436801,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,13.50267288,13.34455882,5.57310453,6.606881965,9.531400138,5.969305288,0,0,0,20.26829602,6.606881965,12.15204021,0,0,0,0,0,0,12.57618725,9.531400138,0,20.26829602,12.15204021,0,0,0,26.3,0,4.794537184,0,5.969305288,12.17998649,6.420821623,0,6.9237372,6.9237372,6.578935684,4.736862954,4.71412037,0,10.5799537,0,0.461527778,-0.294583333,0,0.860138889,7.512175926,0,0.571428571,9,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,1.5157,36.064,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.64,168,0,2.517444277,219.8612203,1235.324497,0,1
376,,-57,,ls,vinyl/acrylic,C=C(C)C(=O)OCCC1CCCCN1,PHB,FALSE,l,s,,,,,,,,,,,-95.1,-138.34,-256.18,-22.74,1,2.19,-44.12,-71.06,-0.0904,7.73,1.57,0.5402,1.0234,0.1148,1.0027,6.4026,1.6811,0.528,1.0561,0.1013,1.009,6.3441,1.6811,11.04233009,11.04233009,0.277028297,-0.277028297,0.549725611,21.64285714,197.278,178.126,197.1415788,80,0,0.332603796,-0.462291067,0.462291067,0.332603796,1.571428571,2.357142857,2.928571429,16.53284572,10.02704487,2.124176043,-2.225126739,2.096030098,-2.345161308,5.86384613,-0.138711588,2.188417126,2.07793418,207.3330711,10.38890506,8.843594318,8.843594318,6.698377303,5.259201922,5.259201922,3.851753898,3.851753898,2.460306232,2.460306232,1.587467124,1.587467124,-0.83,1479.369977,11.24593014,5.807335071,3.918812536,85.5181675,10.05365156,0,0,0,0,5.969305288,0,4.794537184,0,0,12.99975731,32.73095847,11.61494536,6.606881965,9.531400138,5.969305288,0,5.316788604,0,38.64886452,13.15163837,12.15204021,0,0,5.316788604,0,0,0,25.16278449,9.531400138,0,32.60702369,12.15204021,0,0,0,38.33,0,4.794537184,0,5.969305288,18.22182732,12.96557803,19.26246487,6.9237372,0,11.89572429,4.736862954,5.027714475,0,11.04233009,3.408318216,0.473706801,-0.277028297,0.529325397,4.664478904,6.797821082,0,0.727272727,14,1,3,0,1,1,0,0,0,3,1,3,4,0,1,1,1,1.6379,56.0317,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.75,510,0,3.401455014,342.0063426,1921.615884,0,2
377,,-51.5,,ls,vinyl/acrylic,C=C(C)C(=O)OCCCC,PHB,FALSE,l,s,,,,,,,,,,,-100.15,-143.39,-266.28,-22.74,1,2.04,-27.04,-47.53,-0.0688,4.74,2.94,0.1587,0.5293,0,0.479,4.2567,1.2672,0.1755,0.5156,0.0005,0.4552,4.2632,1.2672,10.69588341,10.69588341,0.283842593,-0.283842593,0.340246132,9,142.198,128.086,142.0993797,58,0,0.332602811,-0.462354562,0.462354562,0.332602811,1.6,2.2,2.6,16.53273874,10.32875005,1.997138912,-2.005900313,1.939309872,-2.050506108,5.863754739,-0.1385373,1.880413032,3.312469478,127.2192809,7.983127663,6.644923706,6.644923706,4.680739213,3.507583597,3.507583597,2.269802668,2.269802668,1.079509092,1.079509092,0.432403874,0.432403874,-0.79,133.5093252,9.21,5.031464655,4.125077866,61.87931013,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,19.92349451,13.34455882,5.57310453,6.606881965,9.531400138,5.969305288,0,0,0,26.68911765,6.606881965,12.15204021,0,0,0,0,0,0,12.57618725,9.531400138,0,26.68911765,12.15204021,0,0,0,26.3,0,4.794537184,0,5.969305288,12.17998649,12.84164325,0,6.9237372,0,13.50267288,4.736862954,4.80537037,0,10.69588341,0,0.468613946,-0.283842593,0,1.974692933,7.672615268,0,0.625,10,0,2,0,0,0,0,0,0,2,0,2,4,0,0,0,0,1.9058,40.681,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0.67,224,0,2.740230894,244.2902447,1372.582774,0,1
378,,-58.5,,ls,vinyl/acrylic,C=C(C)C(=O)OCCCCCC,PHB,FALSE,l,s,,,,,,,,,,,-109.95,-153.19,-285.88,-22.74,1,2.05,-31.06,-53.65,-0.0758,5.44,3.8,0.1587,0.5293,0,0.479,5.2418,1.549,0.1582,0.5066,-0.001,0.4511,5.1913,1.549,10.85375339,10.85375339,0.271760676,-0.271760676,0.347826518,9.5,170.252,152.108,170.1306798,70,0,0.332602812,-0.462354375,0.462354375,0.332602812,1.333333333,2,2.5,16.5327462,10.19543993,2.004616193,-2.023256034,1.999674033,-2.054010928,5.863767668,-0.138567748,2.034009372,3.199787384,149.9175691,9.397341225,8.059137268,8.059137268,5.680739213,4.507583597,4.507583597,2.976909449,2.976909449,1.579509092,1.579509092,0.816905074,0.816905074,-0.79,378.3257432,11.21,6.891817639,5.955174067,74.60919435,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,32.76513775,13.34455882,5.57310453,6.606881965,9.531400138,5.969305288,0,0,0,39.53076089,6.606881965,12.15204021,0,0,0,0,0,0,12.57618725,9.531400138,0,39.53076089,12.15204021,0,0,0,26.3,0,4.794537184,0,5.969305288,12.17998649,12.84164325,12.84164325,6.9237372,0,13.50267288,4.736862954,4.911538171,0,10.85375339,0,0.477306968,-0.271760676,0,4.519727104,7.842768382,0,0.7,12,0,2,0,0,0,0,0,0,2,0,2,6,0,0,0,0,2.686,49.915,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0.71,373,0,3.225887776,293.1482937,1647.099329,0,1
379,,-57,,ls,vinyl/acrylic,C=C(C)C(=O)OCCCCCCCC,PHB,FALSE,l,s,,,,,,,,,,,-119.75,-162.99,-305.48,-22.74,1,2.06,-35.04,-58.95,-0.0802,6.14,4.44,0.1587,0.5293,0,0.479,6.227,1.8308,0.1495,0.5039,-0.0023,0.4501,6.1852,1.8308,10.95624854,10.95624854,0.265223897,-0.265223897,0.338962711,9.857142857,198.306,176.13,198.1619799,82,0,0.332602812,-0.462354375,0.462354375,0.332602812,1.142857143,1.714285714,2.285714286,16.53274906,10.12595506,2.007762489,-2.032179737,2.048791362,-2.054586158,5.863773984,-0.138569832,2.156961036,3.134677929,173.1605427,10.81155479,9.47335083,9.47335083,6.680739213,5.507583597,5.507583597,3.68401623,3.68401623,2.079509092,2.079509092,1.170458465,1.170458465,-0.79,1050.440025,13.21,8.792679719,7.838370162,87.33907858,4.736862954,0,0,0,0,5.969305288,0,4.794537184,0,0,45.606781,13.34455882,5.57310453,6.606881965,9.531400138,5.969305288,0,0,0,52.37240414,6.606881965,12.15204021,0,0,0,0,0,0,12.57618725,9.531400138,0,52.37240414,12.15204021,0,0,0,26.3,0,4.794537184,0,5.969305288,12.17998649,12.84164325,25.68328649,6.9237372,0,13.50267288,4.736862954,4.971510771,0,10.95624854,0,0.482391653,-0.265223897,0,7.255751587,7.93265468,0,0.75,14,0,2,0,0,0,0,0,0,2,0,2,8,0,0,0,0,3.4662,59.149,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0.75,578,0,3.379033575,342.0063426,1921.615884,0,1
380,,-51.5,,ls,vinyl/acrylic,C=C(C)C(=O)OCCOCC,PHB,FALSE,l,s,,,,,,,,,,,-129.37,-172.61,-324.72,-22.74,1,2.46,-30.11,-54.06,-0.0804,5.28,1.27,0.1587,0.7399,0,0.8478,4.5536,1.3259,0.1958,0.7569,0.0028,0.8397,4.6565,1.3259,10.72865693,10.72865693,0.305092593,-0.356756425,0.341743548,9.272727273,158.197,144.085,158.0942943,64,0,0.332687275,-0.459899162,0.459899162,0.332687275,1.454545455,2.090909091,2.545454545,16.55592236,10.36042613,2.003247759,-2.025960112,1.905809452,-2.101003688,5.863836861,-0.139925497,1.972582545,3.248575931,140.2725969,8.690234444,7.053171996,7.053171996,5.180739213,3.584933866,3.584933866,2.113172702,2.113172702,1.01341318,1.01341318,0.460827322,0.460827322,-0.83,226.8469927,10.17,5.917953425,5.606205016,66.99285536,9.473725908,6.606881965,0,0,0,5.969305288,0,4.794537184,0,0,6.578935684,13.8474744,12.17998649,6.606881965,14.26826309,5.969305288,0,0,0,13.8474744,19.82064589,12.15204021,0,0,0,0,0,0,25.78995118,14.26826309,0,13.8474744,12.15204021,0,0,0,35.53,0,4.794537184,0,5.969305288,25.39375042,0,0,6.9237372,6.9237372,6.578935684,9.473725908,9.698779289,0,10.72865693,0,0.418054138,-0.356756425,0,0,8.344599395,0,0.625,11,0,3,0,0,0,0,0,0,3,0,3,5,0,0,0,0,1.1422,42.266,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0.69,292,0,2.930968468,268.7192692,1509.841052,0,1
381,,-90,,ls,vinyl/acrylic,C=C(C)C(=O)OCOC(=O)c1ccccc1,PHB,FALSE,l,s,,,,,,,,,,,-145.11,-188.35,-356.2,-22.74,1,2.94,-47.44,-75.98,-0.0958,8.32,2.75,0.8183,1.3296,0,0.7695,6.9039,1.6676,0.83,1.2989,0.0036,0.8813,6.8111,1.6676,11.36007039,11.36007039,0.259963047,-0.582535483,0.441644986,9.3125,220.224,208.128,220.0735589,84,0,0.340499116,-0.424503818,0.424503818,0.340499116,1.1875,1.8125,2.375,16.69705966,10.21305848,2.075029414,-2.05077122,2.010776485,-2.125878981,5.893963422,-0.146798429,2.293581333,2.370933005,394.7396043,11.96625533,8.93395807,8.93395807,7.609060905,4.658083843,4.658083843,3.127796712,3.127796712,1.737992869,1.737992869,0.917269639,0.917269639,-2.1,3752.299061,11.97194245,5.701348273,3.570210348,93.48158743,9.473725908,0,0,6.792942306,0,11.93861058,0,9.589074368,0,0,24.77803689,19.05647134,5.57310453,5.563451492,19.06280028,11.93861058,0,0,0,6.9237372,6.792942306,48.04732705,0,0,0,0,0,0,18.73155288,14.26826309,0,17.28172588,42.48387556,0,0,0,52.6,18.73155288,9.589074368,0,5.57310453,5.563451492,0,6.9237372,30.33183534,0,11.31579864,4.736862954,9.339847175,0,22.30783368,0,0.670957472,-1.114836126,8.455034306,0,4.507830159,0,0.166666667,16,0,4,0,0,0,1,0,1,4,0,4,4,0,0,0,1,1.9202,57.6305,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.78,707,0,3.299066492,390.8643916,2196.132439,0,1
382,dioxane,-57,,ss,vinyl/acrylic,C=C(C)C(=O)OCOC(=O)c1ccccc1,PHB,FALSE,s,s,C1COCCO1,,1.79,0.02,-0.37,0.91,2.98,-0.02,1.18,2.25,-145.11,-188.35,-356.2,-22.74,0,2.99,-20.51,-39.57,-0.064,3.59,-0.12,0.8183,1.3296,0,0.7695,6.9039,1.6676,0.83,1.2989,0.0036,0.8813,6.8111,1.6676,11.36007039,11.36007039,0.259963047,-0.582535483,0.441644986,9.3125,220.224,208.128,220.0735589,84,0,0.340499116,-0.424503818,0.424503818,0.340499116,1.1875,1.8125,2.375,16.69705966,10.21305848,2.075029414,-2.05077122,2.010776485,-2.125878981,5.893963422,-0.146798429,2.293581333,2.370933005,394.7396043,11.96625533,8.93395807,8.93395807,7.609060905,4.658083843,4.658083843,3.127796712,3.127796712,1.737992869,1.737992869,0.917269639,0.917269639,-2.1,3752.299061,11.97194245,5.701348273,3.570210348,93.48158743,9.473725908,0,0,6.792942306,0,11.93861058,0,9.589074368,0,0,24.77803689,19.05647134,5.57310453,5.563451492,19.06280028,11.93861058,0,0,0,6.9237372,6.792942306,48.04732705,0,0,0,0,0,0,18.73155288,14.26826309,0,17.28172588,42.48387556,0,0,0,52.6,18.73155288,9.589074368,0,5.57310453,5.563451492,0,6.9237372,30.33183534,0,11.31579864,4.736862954,9.339847175,0,22.30783368,0,0.670957472,-1.114836126,8.455034306,0,4.507830159,0,0.166666667,16,0,4,0,0,0,1,0,1,4,0,4,4,0,0,0,1,1.9202,57.6305,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.78,707,0,3.675194243,390.8643916,2196.132439,0,1
383,acetone,-39.5,,ss,vinyl/acrylic,C=C(C)C(N)=O,PHB,FALSE,s,s,CC(=O)C,,1.7,0.17,-0.32,0.86,2.93,0.12,0.01,20.7,-38.87,-84.83,-149.16,-25.46,0.385,3.77,-16.07,-30.25,-0.0476,2.82,0.04,0.5095,0.8056,0.4531,0.6384,3.4329,0.7447,0.5174,1.2326,0.6145,0.6503,3.5667,0.7447,9.821759259,9.821759259,0.398148148,-0.435185185,0.448945829,7.5,85.106,78.05,85.05276384,34,0,0.243232984,-0.365905601,0.365905601,0.243232984,1.833333333,2,2,16.14631469,10.34553309,1.862847011,-1.809989829,1.776146851,-2.095135367,5.899337956,-0.114008149,1.360964047,3.567703455,73.54887502,5.154700538,3.692705341,3.692705341,2.64273441,1.59635267,1.59635267,1.144580856,1.144580856,0.420630496,0.420630496,0,0,-0.79,13.60964047,5.21,1.598146964,1.52152648,36.64588714,5.733667477,0,0,5.907179729,0,0,4.794537184,0,0,0,6.578935684,6.9237372,5.57310453,0,4.794537184,5.907179729,0,0,5.733667477,6.9237372,0,12.15204021,0,0,5.733667477,0,0,0,5.907179729,4.794537184,0,6.9237372,12.15204021,0,0,0,43.09,5.907179729,4.794537184,0,0,5.57310453,0,0,6.9237372,0,6.578935684,5.733667477,0,0,9.821759259,0,5.094907407,-0.435185185,0,0,4.851851852,0,0.25,6,2,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0.0478,24.0084,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,62,0,1.680272112,146.5741468,823.5496646,0,1
384,benzene,-35,,ss,vinyl/acrylic,C=C(C)C(N)=O,PHB,FALSE,s,s,C1=CC=CC=C1,,1.07,0.17,-0.33,1.01,0.57,0.12,0.6,2.3,-38.87,-84.83,-149.16,-25.46,0,3.73,-17.17,-30.63,-0.0451,3.01,2.37,0.5095,0.8056,0.4531,0.6384,3.4329,0.7447,0.5174,1.2326,0.6145,0.6503,3.5667,0.7447,9.821759259,9.821759259,0.398148148,-0.435185185,0.448945829,7.5,85.106,78.05,85.05276384,34,0,0.243232984,-0.365905601,0.365905601,0.243232984,1.833333333,2,2,16.14631469,10.34553309,1.862847011,-1.809989829,1.776146851,-2.095135367,5.899337956,-0.114008149,1.360964047,3.567703455,73.54887502,5.154700538,3.692705341,3.692705341,2.64273441,1.59635267,1.59635267,1.144580856,1.144580856,0.420630496,0.420630496,0,0,-0.79,13.60964047,5.21,1.598146964,1.52152648,36.64588714,5.733667477,0,0,5.907179729,0,0,4.794537184,0,0,0,6.578935684,6.9237372,5.57310453,0,4.794537184,5.907179729,0,0,5.733667477,6.9237372,0,12.15204021,0,0,5.733667477,0,0,0,5.907179729,4.794537184,0,6.9237372,12.15204021,0,0,0,43.09,5.907179729,4.794537184,0,0,5.57310453,0,0,6.9237372,0,6.578935684,5.733667477,0,0,9.821759259,0,5.094907407,-0.435185185,0,0,4.851851852,0,0.25,6,2,2,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0.0478,24.0084,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.5,62,0,1.673896811,146.5741468,823.5496646,0,1
