,dH (kcal/mol),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,STERICS_Backbone_Length,PEP_dH_(kcal/mol),RDKIT_FractionCSP3,RDKIT_SPS,SOLUTE_B_ML,SOLUTE_S_GC,RDKIT_MaxPartialCharge,RDKIT_BCUT2D_MRHI,RDKIT_BalabanJ,RDKIT_MinAbsPartialCharge,RDKIT_BCUT2D_LOGPHI,SOLUTE_S_ML,PEP_dHf_0,STERICS_Side_Chain_Ratio,RDKIT_SMR_VSA7,RDKIT_SlogP_VSA6,RDKIT_BCUT2D_MRLOW,RDKIT_FpDensityMorgan1,RDKIT_MinEStateIndex,DIPOLE_mmff94,RDKIT_SlogP_VSA2,RDKIT_HallKierAlpha,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_MaxAbsPartialCharge,RDKIT_AvgIpc,RDKIT_NumSaturatedRings,PEP_dHf_2,RDKIT_ExactMolWt,RDKIT_BCUT2D_MWLOW,PEP_dHf_1,RDKIT_MolWt,RDKIT_SMR_VSA5,RDKIT_MaxEStateIndex,RDKIT_NumAliphaticRings,RDKIT_MinPartialCharge,RDKIT_MinAbsEStateIndex,RDKIT_MaxAbsEStateIndex,RDKIT_VSA_EState1,RDKIT_TPSA,RDKIT_NumValenceElectrons,RDKIT_Chi3v,RDKIT_PEOE_VSA8,RDKIT_Kappa2,RDKIT_qed,SOLUTE_B_GC,RDKIT_Chi1,RDKIT_SlogP_VSA3,RDKIT_BCUT2D_MWHI,SOLUTE_E_GC,RDKIT_VSA_EState2,SOLUTE_V_GC,SOLUTE_V_ML,RDKIT_Chi3n,RDKIT_Chi4v,RDKIT_NumSaturatedHeterocycles,RDKIT_Chi4n,RDKIT_EState_VSA8,RDKIT_Chi2v,RDKIT_VSA_EState8,RDKIT_SMR_VSA1,RDKIT_FpDensityMorgan2,RDKIT_NumAliphaticHeterocycles,RDKIT_NumHAcceptors,RDKIT_SlogP_VSA5,RDKIT_FpDensityMorgan3,RDKIT_VSA_EState4,RDKIT_Chi2n,RDKIT_VSA_EState5,RDKIT_Chi0,SOLUTE_L_ML,RDKIT_Kappa1,SOLUTE_A_ML,RDKIT_PEOE_VSA7,RDKIT_LabuteASA,RDKIT_HeavyAtomCount,RDKIT_HeavyAtomMolWt,STERICS_Volume,RDKIT_RingCount
278,-4.015,s,cationic,CC1CCC(C(C)C)C(=O)C1,False,False,False,True,False,False,False,False,False,True,8,-2.2,0.9,32.909,0.607,0.702,0.136,5.816,2.508,0.136,2.294,0.692,-80.27,0.38,0.0,0.0,-0.127,1.364,0.367,3.02,5.783,-0.33,-2.269,2.275,-2.268,0.299,1.854,1,-185.44,154.136,9.766,-102.97,154.253,40.034,11.446,1,-0.299,0.367,11.446,0.0,17.07,64,2.738,12.339,3.378,0.567,0.454,5.109,4.795,16.139,0.406,11.446,1.425,1.425,2.738,1.927,0,1.927,20.771,4.203,6.478,4.795,2.0,0,1,40.034,2.455,0.0,4.203,2.053,8.431,5.111,8.764,-0.003,24.677,69.179,11,136.109,1509.841,1
279,-4.015,l,ROP,CC1CC(C(C)C)CC(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-10.6,0.889,32.182,0.624,1.282,0.306,5.702,2.493,0.306,2.265,1.274,-119.32,0.38,0.0,0.0,-0.156,1.545,-0.026,4.09,12.073,-0.53,-2.284,2.269,-2.294,0.463,1.846,1,-256.73,156.115,9.86,-126.81,156.225,39.717,10.966,1,-0.463,0.026,10.966,5.028,26.3,64,2.339,6.421,3.245,0.543,0.374,5.092,9.531,16.544,0.345,10.966,1.342,1.342,2.339,1.552,1,1.552,13.847,3.744,6.29,9.531,2.182,1,2,33.613,2.636,0.0,3.744,1.11,8.431,5.357,8.566,0.028,25.18,67.928,11,140.097,1509.841,1
280,-4.015,s,ROP,CC1CCC(C(C)C)OC(=O)C1,False,False,True,False,False,False,False,False,False,True,9,-11.5,0.9,31.5,0.591,1.375,0.306,5.696,2.522,0.306,2.231,1.228,-123.32,0.36,0.0,0.0,-0.15,1.417,-0.015,4.02,12.073,-0.53,-2.177,2.238,-2.206,0.462,2.106,1,-284.12,170.131,9.97,-149.3,170.252,46.138,11.186,1,-0.462,0.015,11.186,5.304,26.3,70,2.486,6.421,3.923,0.565,0.564,5.592,9.531,16.544,0.279,11.186,1.483,1.483,2.486,1.581,1,1.581,20.771,4.159,6.325,9.531,2.083,1,2,40.034,2.667,0.0,4.159,0.944,9.138,5.694,9.557,0.031,24.677,74.293,12,152.108,1647.099,1
281,-5.019,s,ROP,CC1OC(=O)C(C)OC1=O,False,False,True,False,False,False,False,False,False,True,8,-20.5,0.667,33.0,0.722,1.093,0.347,5.863,2.631,0.347,2.08,1.416,-166.36,0.33,0.0,0.0,-0.191,1.0,-0.747,2.39,24.147,-1.06,-2.219,2.315,-2.404,0.448,1.841,1,-390.75,144.042,10.299,-203.89,144.126,26.055,10.651,1,-0.448,0.48,10.651,9.194,52.6,56,1.25,0.0,2.284,0.444,1.013,4.609,19.063,16.645,0.566,21.301,0.994,0.994,1.25,0.636,1,0.636,9.474,2.158,2.957,19.063,1.3,1,4,13.847,1.6,0.0,2.158,-0.959,7.724,4.22,7.052,0.037,13.847,58.108,10,136.062,1372.583,1
282,-2.103,s,ROMP,C1=CCCC2CCC2CC1,False,True,False,False,False,False,False,False,False,True,10,0.0,0.8,39.2,0.123,0.641,-0.035,4.908,1.924,0.035,2.409,0.356,12.0,0.17,12.152,12.152,0.153,0.7,1.116,0.08,0.0,-0.26,-2.37,2.288,-2.254,0.089,1.89,1,-24.8,136.125,9.685,-36.8,136.238,38.525,2.37,2,-0.089,1.116,2.37,0.0,0.0,56,3.15,0.0,2.773,0.449,0.118,4.966,0.0,14.343,0.62,0.0,1.257,1.257,3.15,2.254,0,2.254,12.152,3.724,0.0,0.0,1.2,0,0,38.525,1.6,0.0,3.724,2.231,6.812,4.752,6.45,0.002,50.361,63.322,10,120.11,1372.583,2
283,-4.254,s,ROP,O=C1CCC2(CCO1)OCCCO2,True,False,True,False,False,False,False,False,False,True,9,-11.3,0.889,28.154,1.012,1.636,0.305,5.692,1.991,0.305,2.296,1.779,-175.47,0.4,0.0,0.0,-0.272,1.077,-0.523,4.73,31.577,-0.61,-2.351,2.366,-2.403,0.465,2.317,2,-390.77,186.089,10.075,-204.0,186.207,31.47,10.976,2,-0.465,0.144,10.976,16.092,44.76,74,2.475,12.842,3.636,0.526,1.155,6.308,19.005,16.709,0.441,10.976,1.351,1.351,2.475,1.716,2,1.716,0.0,3.432,1.876,19.005,1.846,2,4,25.683,2.615,0.0,3.432,-0.667,9.148,6.07,8.965,0.018,6.421,77.149,13,172.095,1784.358,2
284,-19.837,l,vinyl/acrylic,CC=CC(C)C,True,False,False,False,False,False,True,False,True,False,4,-25.699,0.667,11.333,0.088,0.12,-0.029,4.789,3.032,0.029,1.901,0.073,-14.26,0.5,12.152,12.152,0.83,1.333,0.718,0.07,0.0,-0.26,-1.865,1.76,-1.728,0.091,1.349,0,-91.9,84.094,10.201,-51.941,84.162,20.771,2.167,0,-0.091,0.718,2.167,0.0,0.0,36,0.577,0.0,2.951,0.427,0.104,2.77,0.0,13.824,0.128,0.0,0.911,0.911,0.577,0.385,0,0.385,26.0,1.77,6.375,0.0,1.833,0,0,20.771,1.833,0.0,1.77,0.718,4.992,2.469,5.74,0.001,12.842,39.874,6,72.066,823.55,0
285,-1.099,s,ROP,O=C1CN(Cc2ccccc2)CCO1,False,False,True,False,False,False,False,False,False,True,8,0.0,0.364,17.857,1.042,1.94,0.32,5.718,1.941,0.32,2.061,1.765,-54.73,0.5,35.895,30.332,-0.15,1.286,-0.118,4.03,30.566,-1.35,-2.25,2.168,-2.385,0.463,2.191,1,-129.87,191.095,10.182,-75.14,191.23,6.545,11.0,1,-0.463,0.118,11.0,4.865,29.54,74,2.272,13.09,4.242,0.654,0.843,6.843,16.076,16.537,1.126,13.098,1.486,1.486,2.272,1.572,1,1.572,17.033,3.417,2.594,9.531,2.071,1,3,5.563,2.786,1.238,3.417,-0.118,9.803,7.071,9.215,-0.03,5.563,83.285,14,178.126,1921.616,2
286,-3.203,s,ROMP,CC1(C)OC2CCC=CCCC2O1,True,True,False,False,False,False,False,False,False,True,10,-9.3,0.818,38.0,0.68,0.701,0.163,4.913,2.029,0.163,2.332,0.74,-86.1,0.33,12.152,12.152,-0.146,1.0,-0.361,1.38,17.995,-0.34,-2.162,2.397,-2.223,0.345,2.27,1,-239.6,182.131,10.008,-144.2,182.263,57.526,5.832,2,-0.345,0.319,5.832,11.664,18.46,74,2.687,0.0,3.428,0.536,0.672,6.173,9.474,16.75,0.751,0.0,1.516,1.516,2.687,2.155,1,2.155,12.152,4.339,4.011,9.474,1.462,1,2,39.531,1.923,0.0,4.339,-0.361,9.312,5.247,9.224,0.002,39.531,79.914,13,164.119,1784.358,2
287,-3.298,s,ROMP,CCCCC1(CCCC)OC2CCC=CCCC2O1,False,True,False,False,False,False,False,False,False,True,10,-9.3,0.882,29.789,0.756,0.701,0.169,4.932,1.995,0.169,2.402,0.773,-115.5,0.52,12.152,12.152,-0.186,0.895,-0.258,1.37,17.995,-0.34,-2.281,2.453,-2.309,0.344,2.728,1,-298.4,266.225,10.008,-173.6,266.425,96.051,6.437,2,-0.344,0.258,6.437,12.873,18.46,110,4.372,12.842,7.444,0.631,0.672,9.295,9.474,16.752,0.751,0.0,2.361,2.361,4.372,3.231,1,3.231,26.0,6.057,4.491,9.474,1.368,1,2,78.056,1.789,0.0,6.057,-0.258,13.554,8.46,15.057,0.012,38.525,118.104,19,236.185,2607.907,2
288,0.239,s,cationic,CCOP1(=O)OCCCO1,False,False,False,True,False,False,False,False,False,True,8,-10.6,1.0,24.5,1.062,1.196,0.474,7.481,2.406,0.287,2.507,1.188,-146.59,0.33,0.0,0.0,0.078,1.5,-3.113,3.28,19.821,0.11,-2.204,2.28,-2.093,0.474,1.888,1,-331.61,166.039,10.502,-174.42,166.113,13.345,11.167,1,-0.287,0.358,11.167,25.582,44.76,60,2.647,0.0,3.486,0.584,0.957,4.768,18.136,31.205,0.276,0.0,1.144,1.144,1.075,1.927,1,0.682,0.0,3.554,3.048,18.136,2.1,1,4,13.345,2.6,0.0,1.885,0.0,7.45,4.702,8.209,0.07,13.345,60.083,10,155.025,1372.583,1
289,-1.912,s,cationic,O=C1CSSCC(=O)O1,False,False,False,True,False,False,False,False,False,True,9,0.2,0.5,20.889,0.855,2.206,0.324,8.766,2.468,0.324,2.231,1.709,-106.24,0.18,0.0,0.0,-0.155,1.111,-0.435,3.17,23.444,-0.16,-1.904,2.146,-2.115,0.392,1.93,1,-236.33,163.96,10.729,-130.29,164.207,0.0,10.416,1,-0.392,0.274,10.416,4.292,43.37,50,2.745,0.0,3.122,0.295,0.926,4.288,14.326,33.115,1.091,20.832,0.981,0.981,0.665,1.92,1,0.365,4.737,3.833,0.0,14.326,1.556,1,5,0.0,2.0,0.0,1.37,-0.322,6.69,5.56,6.953,-0.018,0.0,59.911,9,160.175,1235.324,1
290,-2.629,l,ROP,CC1CCNC(=O)CC1,False,False,True,False,False,False,False,False,True,False,9,-6.5,0.857,29.0,0.733,1.136,0.22,5.755,2.338,0.22,2.111,1.475,-64.26,0.18,0.0,0.0,-0.12,1.556,0.222,3.59,12.452,-0.53,-2.012,2.1,-2.207,0.356,1.966,1,-157.47,127.1,10.04,-86.71,127.187,26.186,10.718,1,-0.356,0.222,10.718,0.0,29.1,52,1.824,12.966,2.853,0.515,0.762,4.288,4.795,16.149,0.612,10.718,1.102,1.102,1.824,1.068,1,1.068,12.241,2.782,3.07,4.795,2.333,1,1,26.186,3.111,0.0,2.782,0.948,6.69,5.146,6.588,0.331,18.76,55.634,9,114.083,1235.324,1
291,-16.252,l,vinyl/acrylic,C=C(Cl)Cl,False,False,False,False,False,False,True,False,True,False,4,-31.1,0.0,6.5,0.054,0.113,0.099,6.55,2.803,0.072,1.981,0.381,4.2,0.33,11.07,11.07,2.454,1.5,0.111,1.59,0.0,0.32,-1.568,1.598,-1.239,0.099,0.811,0,-74.3,95.953,11.261,-47.4,96.944,0.0,4.846,0,-0.072,0.111,4.846,0.111,0.0,24,0.0,0.0,1.621,0.433,0.07,1.732,0.0,35.539,0.285,0.0,0.592,0.592,0.0,0.0,0,0.0,6.579,1.445,3.086,0.0,1.5,0,0,0.0,1.5,0.0,0.339,0.0,3.577,2.121,4.32,0.003,0.0,35.021,4,94.928,549.033,0
292,-14.101,l,vinyl/acrylic,C=C(C)C(=O)Oc1ccccc1C(=O)O,False,False,False,False,False,False,True,False,True,False,4,-22.74,0.091,9.4,0.71,1.342,0.339,5.94,2.991,0.339,2.181,1.576,-140.84,0.76,41.981,36.418,-0.13,1.333,-1.139,2.83,17.045,-2.1,-2.056,2.131,-2.108,0.478,2.176,0,-347.66,206.058,10.178,-184.08,206.197,6.924,11.172,0,-0.478,0.026,11.172,4.849,63.6,78,1.669,5.573,4.413,0.465,0.758,7.02,4.795,16.537,0.961,21.932,1.527,1.527,1.669,0.919,0,0.919,6.579,2.971,4.896,19.432,1.933,0,3,17.282,2.467,0.169,2.971,-1.748,11.422,6.867,10.978,0.613,19.056,86.797,15,196.117,2058.874,1
293,-3.967,s,ROP,CC1(C)C2CCC(=O)OC1C2,False,False,True,False,False,False,False,False,False,True,9,0.0,0.889,40.364,0.619,1.291,0.306,5.7,2.166,0.306,2.516,0.907,-95.79,0.31,0.0,0.0,-0.165,1.545,0.003,4.0,12.073,-0.53,-2.485,2.515,-2.486,0.462,2.17,3,-188.47,154.099,9.591,-92.68,154.209,39.214,10.986,3,-0.462,0.003,10.986,5.253,26.3,62,3.351,11.836,1.992,0.497,0.5,5.104,9.531,16.546,0.383,10.986,1.234,1.234,3.351,2.168,2,2.168,13.847,4.271,4.398,9.531,2.273,2,2,33.11,2.909,0.256,4.271,0.724,8.06,5.065,7.137,-0.013,18.76,66.922,11,140.097,1509.841,3
294,-3.537,s,ROP,CC(C)C1CCOC(=O)CC1,False,False,True,False,False,False,False,False,False,True,9,-11.5,0.889,26.455,0.61,1.271,0.305,5.69,2.396,0.305,2.231,1.232,-113.57,0.31,0.0,0.0,-0.142,1.455,-0.02,4.04,12.576,-0.53,-2.154,2.188,-2.078,0.466,2.13,1,-267.37,156.115,9.891,-142.3,156.225,33.11,10.829,1,-0.466,0.02,10.829,4.944,26.3,64,2.414,6.421,3.744,0.543,0.638,5.198,9.531,16.533,0.236,10.829,1.342,1.342,2.414,1.511,1,1.511,13.847,3.552,5.044,9.531,2.182,1,2,33.11,2.818,0.0,3.552,1.346,8.268,5.402,8.566,0.029,24.677,67.928,11,140.097,1509.841,1
295,-3.728,s,ROP,CC1(C)CCOC(=O)CC1,False,False,True,False,False,False,False,False,False,True,9,-11.5,0.875,25.2,0.573,1.16,0.305,5.691,2.485,0.305,2.284,1.225,-109.34,0.25,0.0,0.0,-0.142,1.4,-0.037,4.06,12.576,-0.53,-2.188,2.227,-2.099,0.466,1.943,1,-258.91,142.099,9.854,-138.07,142.198,33.11,10.749,1,-0.466,0.037,10.749,4.9,26.3,58,2.048,6.421,2.605,0.481,0.638,4.601,9.531,16.533,0.196,10.749,1.202,1.202,2.048,1.079,1,1.079,13.847,3.635,4.954,9.531,2.1,1,2,33.11,2.8,0.298,3.635,-0.037,7.613,4.936,7.576,0.024,18.257,61.563,10,128.086,1372.583,1
296,-15.989,l,vinyl/acrylic,C=C[Si](C)(C)Cc1ccccc1,False,False,False,False,False,False,True,False,True,False,4,-16.27,0.273,11.167,0.17,0.617,0.075,6.811,2.703,0.075,2.113,0.652,8.2,0.71,48.174,42.61,1.325,1.25,-1.154,0.4,8.074,-0.823,-2.16,2.151,-2.255,0.107,2.056,0,-36.64,176.102,10.239,-28.57,176.335,19.138,3.89,0,-0.107,1.154,3.89,0.0,0.0,64,4.48,0.0,3.721,0.62,0.185,5.639,6.044,28.332,0.836,0.0,0.955,0.955,2.055,2.626,0,1.194,55.704,8.594,8.571,0.0,1.833,0,0,5.563,2.333,3.592,3.855,0.0,9.027,3.931,9.266,-0.003,6.044,75.947,12,160.207,1647.099,1
297,-18.284,l,vinyl/acrylic,C=CC#N,False,False,False,False,False,False,True,False,True,False,4,-23.6,0.0,3.75,0.3,0.615,0.091,4.931,2.922,0.091,1.41,0.82,44.5,0.33,12.655,12.655,1.537,2.0,1.181,3.46,0.0,-0.77,-1.309,1.335,-1.235,0.193,1.371,0,21.3,53.027,10.751,0.4,53.064,0.0,7.507,0,-0.193,1.181,7.507,0.0,23.79,20,0.091,6.076,2.23,0.373,0.255,1.914,0.0,14.205,0.407,0.0,0.502,0.502,0.091,0.0,0,0.0,6.579,0.333,3.118,0.0,2.25,0,1,0.0,2.25,0.0,0.333,0.0,3.414,2.001,3.23,0.034,0.0,25.172,4,50.04,549.033,0
298,-17.447,l,vinyl/acrylic,C=Cc1ccccc1,False,False,False,False,False,False,True,False,True,False,4,-19.2,0.0,8.5,0.17,0.617,-0.026,5.452,2.991,0.026,1.969,0.652,35.51,0.6,42.474,36.911,1.667,1.125,1.174,0.12,0.0,-1.04,-1.848,1.753,-1.633,0.098,1.903,0,12.12,104.063,10.213,-4.19,104.152,0.0,3.631,0,-0.098,1.174,3.631,0.0,0.0,40,1.035,0.0,2.314,0.513,0.185,3.932,0.0,13.814,0.836,0.0,0.955,0.955,1.035,0.589,0,0.589,6.579,1.615,3.631,0.0,1.75,0,0,5.563,2.125,1.174,1.615,0.0,5.82,3.931,5.104,-0.003,5.563,49.472,8,96.088,1098.066,1
299,-12.787,l,ROMP,C[Si](C)(C)C1CC2C=CC1C2,False,True,False,False,False,False,False,False,True,False,7,-0.0,0.8,41.909,0.072,0.383,0.048,6.773,2.146,0.048,2.509,0.295,-21.32,0.46,12.152,12.152,0.675,1.091,-0.829,0.5,8.074,-0.043,-2.297,2.417,-2.301,0.085,2.418,1,-92.12,166.118,10.082,-70.8,166.34,38.024,2.52,2,-0.085,0.829,2.52,0.0,0.0,62,6.28,8.074,2.223,0.414,0.156,5.071,0.0,28.332,0.518,0.0,0.835,0.835,3.391,5.318,0,2.776,31.793,10.726,7.56,0.0,1.818,0,0,12.842,2.091,1.095,5.253,1.948,8.06,3.199,7.598,0.002,30.219,70.703,11,148.196,1509.841,2
300,-16.969,l,vinyl/acrylic,CC=CC,False,False,False,False,False,False,True,False,True,False,4,-23.215,0.5,9.5,0.055,0.189,-0.047,4.68,2.549,0.047,1.567,0.085,-2.629,0.33,12.152,12.152,1.643,1.0,2.0,0.11,0.0,-0.26,-1.491,1.339,-1.262,0.092,1.371,0,-68.1,56.063,10.597,-42.256,56.108,13.847,2.0,0,-0.092,2.0,2.0,0.0,0.0,24,0.333,0.0,2.74,0.37,0.085,1.914,0.0,13.426,0.144,0.0,0.629,0.629,0.333,0.0,0,0.0,0.0,0.667,4.0,0.0,1.25,0,0,13.847,1.25,0.0,0.667,0.0,3.414,1.674,3.74,0.0,13.847,27.144,4,48.044,549.033,0
301,-6.955,l,ROP,CC1OC(=O)C(C)OC1=O,False,False,True,False,False,False,False,False,True,False,8,-20.5,0.667,33.0,0.722,1.093,0.347,5.863,2.631,0.347,2.08,1.416,-166.36,0.33,0.0,0.0,-0.191,1.0,-0.747,2.36,24.147,-1.06,-2.219,2.315,-2.404,0.448,1.841,1,-390.75,144.042,10.299,-203.89,144.126,26.055,10.651,1,-0.448,0.48,10.651,9.194,52.6,56,1.25,0.0,2.284,0.444,1.013,4.609,19.063,16.645,0.566,21.301,0.994,0.994,1.25,0.636,1,0.636,9.474,2.158,2.957,19.063,1.3,1,4,13.847,1.6,0.0,2.158,-0.959,7.724,4.22,7.052,0.037,13.847,58.108,10,136.062,1372.583,1
302,-19.837,l,vinyl/acrylic,C=CCCCC,False,False,False,False,False,False,True,False,True,False,4,-22.75,0.667,8.167,0.068,0.127,-0.035,4.637,2.488,0.035,1.909,0.081,-9.959,0.5,12.655,12.655,0.816,1.667,1.177,0.15,0.0,-0.26,-1.815,1.709,-1.614,0.103,1.614,0,-83.5,84.094,10.251,-50.791,84.162,26.186,3.598,0,-0.103,1.177,3.598,0.0,0.0,36,0.762,0.0,4.74,0.364,0.071,2.914,0.0,13.774,0.124,0.0,0.911,0.911,0.762,0.348,0,0.348,13.503,1.431,5.782,0.0,2.333,0,0,26.186,2.5,0.0,1.431,0.0,4.828,2.616,5.74,-0.001,6.421,39.874,6,72.066,823.55,0
304,-20.076,l,vinyl/acrylic,C=CC,True,False,False,False,False,False,True,False,True,False,4,-20.5,0.333,4.333,0.067,0.174,-0.047,4.512,2.187,0.047,1.377,0.08,4.835,0.2,12.655,12.655,1.8,2.0,1.75,0.17,0.0,-0.26,-1.305,1.145,-1.073,0.103,0.918,0,-52.4,42.047,10.787,-36.735,42.081,6.924,3.361,0,-0.103,1.75,3.361,0.0,0.0,18,0.0,0.0,1.74,0.357,0.06,1.414,0.0,13.236,0.134,0.0,0.488,0.488,0.0,0.0,0,0.0,6.579,0.408,5.25,0.0,2.0,0,0,6.924,2.0,0.0,0.408,0.0,2.707,0.992,2.74,-0.002,6.924,20.78,3,36.033,411.775,0
305,-19.598,l,vinyl/acrylic,CC=CCC,False,False,False,False,False,False,True,False,True,False,4,-24.076,0.6,10.0,0.07,0.142,-0.038,4.73,2.622,0.038,1.732,0.081,-7.433,0.43,12.152,12.152,1.217,1.6,1.163,0.08,0.0,-0.26,-1.647,1.517,-1.431,0.092,1.406,0,-77.9,70.078,10.431,-46.391,70.135,20.268,2.125,0,-0.092,1.163,2.125,0.0,0.0,30,0.471,0.0,3.74,0.414,0.096,2.414,0.0,13.594,0.134,0.0,0.77,0.77,0.471,0.236,0,0.236,19.076,0.977,4.156,0.0,2.2,0,0,20.268,2.2,0.0,0.977,0.0,4.121,2.173,4.74,-0.001,13.345,33.509,5,60.055,686.291,0
306,-12.285,l,cationic,C1COC1,True,False,False,True,False,False,False,False,True,False,6,-25.7,1.0,24.0,0.419,0.384,0.049,4.407,2.0,0.049,1.925,0.731,-18.22,0.0,0.0,0.0,0.037,1.25,1.0,2.0,13.214,-0.04,-2.085,1.94,-2.088,0.381,0.722,1,-108.34,58.042,10.407,-64.42,58.08,6.421,4.722,1,-0.381,1.0,4.722,4.722,9.23,24,0.577,13.214,0.725,0.392,0.249,2.0,4.737,16.495,0.207,0.0,0.481,0.481,0.577,0.144,1,0.144,0.0,0.966,2.0,4.737,1.5,1,1,6.421,1.5,0.0,0.966,0.0,2.828,2.084,2.213,0.003,6.421,25.577,4,52.032,549.033,1
307,-4.183,s,ROP,O=C1Cc2ccccc2CCO1,False,False,True,False,False,False,False,False,False,True,9,-0.0,0.3,16.167,0.636,1.691,0.31,5.732,2.37,0.31,2.135,1.782,-71.82,0.36,35.392,24.265,-0.142,1.167,-0.111,3.9,12.576,-1.31,-1.995,2.122,-2.045,0.465,2.246,0,-160.87,162.068,10.035,-89.05,162.188,12.842,11.024,1,-0.465,0.111,11.024,4.946,26.3,62,2.088,6.421,2.972,0.538,0.641,5.86,22.373,16.533,1.013,11.024,1.246,1.246,2.088,1.455,0,1.455,6.066,2.916,0.524,9.531,1.917,1,2,11.127,2.75,2.35,2.916,-0.111,8.389,6.224,7.345,0.0,11.127,71.16,12,152.108,1647.099,2
308,-22.108,l,vinyl/acrylic,C=CCC(C)C,False,False,False,False,False,False,True,False,True,False,4,-23.063,0.667,9.167,0.064,0.127,-0.033,4.666,2.814,0.033,1.963,0.072,-12.237,0.5,12.655,12.655,0.664,1.667,0.78,0.15,0.0,-0.26,-1.921,1.822,-1.784,0.103,1.349,0,-87.7,84.094,10.141,-52.4,84.162,20.268,3.601,0,-0.103,0.78,3.601,0.0,0.0,36,0.638,0.0,2.951,0.45,0.071,2.77,0.0,13.884,0.124,0.0,0.911,0.911,0.638,0.333,0,0.333,20.426,1.918,7.965,0.0,2.167,0,0,20.268,2.167,0.0,1.918,0.78,4.992,2.426,5.74,-0.001,12.339,39.874,6,72.066,823.55,0
309,-4.063,s,ROP,O=C1CCC2(CCO1)OCCO2,True,False,True,False,False,False,False,False,False,True,9,-5.5,0.875,28.5,0.976,1.599,0.305,5.692,2.012,0.305,2.301,1.762,-170.57,0.36,0.0,0.0,-0.165,1.083,-0.508,4.66,31.577,-0.61,-2.233,2.382,-2.296,0.465,2.423,2,-369.37,172.074,10.094,-193.3,172.18,25.05,10.89,2,-0.465,0.147,10.89,15.801,44.76,68,2.27,12.842,3.029,0.498,1.155,5.808,19.005,16.739,0.402,10.89,1.21,1.21,2.27,1.596,2,1.596,0.0,3.078,1.682,19.005,1.833,2,4,19.262,2.583,0.0,3.078,-0.655,8.441,5.505,8.01,0.017,0.0,70.784,12,160.084,1647.099,2
310,-7.983,l,ROP,CC1=CCC(=O)O1,False,False,True,False,False,False,False,False,True,False,7,0.0,0.4,19.0,0.521,1.043,0.314,5.743,2.58,0.314,2.072,1.077,-74.94,0.22,11.835,11.835,-0.136,1.857,-0.141,3.54,5.969,-0.79,-1.873,2.076,-1.9,0.431,1.867,0,-152.18,98.037,10.418,-77.24,98.101,13.345,10.179,1,-0.431,0.141,10.179,4.583,26.3,38,0.831,0.0,1.37,0.419,0.41,3.288,9.531,16.541,0.481,10.179,0.736,0.736,0.831,0.49,0,0.49,4.737,1.493,1.769,9.531,2.571,1,2,13.345,2.714,0.0,1.493,0.586,5.276,3.506,4.371,0.002,13.0,41.779,7,92.053,960.808,1
311,-22.467,l,vinyl/acrylic,C=CCCC,False,False,False,False,False,False,True,False,True,False,4,-22.811,0.6,7.4,0.067,0.127,-0.036,4.625,2.402,0.036,1.816,0.085,-5.167,0.43,12.655,12.655,0.961,1.8,1.153,0.15,0.0,-0.26,-1.724,1.612,-1.52,0.103,1.406,0,-73.7,70.078,10.344,-45.722,70.135,19.765,3.55,0,-0.103,1.153,3.55,0.0,0.0,30,0.493,0.0,3.74,0.436,0.071,2.414,0.0,13.68,0.124,0.0,0.77,0.77,0.493,0.204,0,0.204,13.503,1.077,5.691,0.0,2.4,0,0,19.765,2.4,0.0,1.077,0.0,4.121,2.197,4.74,0.0,6.421,33.509,5,60.055,686.291,0
312,-18.965,l,vinyl/acrylic,C=CC(=O)OCC,True,False,False,False,False,False,True,False,True,False,4,-20.43,0.4,7.571,0.431,0.584,0.33,5.806,3.173,0.33,1.739,0.625,-82.6,0.56,12.655,12.655,-0.137,2.0,-0.359,1.97,12.576,-0.79,-1.903,1.861,-1.969,0.463,1.68,0,-226.56,100.052,10.649,-123.53,100.117,6.924,10.072,0,-0.463,0.359,10.072,4.434,26.3,40,0.453,6.076,3.402,0.378,0.428,3.308,9.531,16.531,0.176,10.072,0.844,0.844,0.453,0.201,0,0.201,11.316,0.956,5.378,9.531,2.571,0,2,6.924,2.714,0.0,0.956,-0.359,5.699,2.816,6.21,0.002,6.924,42.784,7,92.053,960.808,0
