,dH (kcal/mol),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,STERICS_Backbone_Length,PEP_dH_(kcal/mol),RDKIT_FractionCSP3,RDKIT_SPS,SOLUTE_B_ML,SOLUTE_S_GC,RDKIT_MaxPartialCharge,RDKIT_BCUT2D_MRHI,RDKIT_BalabanJ,RDKIT_MinAbsPartialCharge,RDKIT_BCUT2D_LOGPHI,SOLUTE_S_ML,PEP_dHf_0,STERICS_Side_Chain_Ratio,RDKIT_SMR_VSA7,RDKIT_SlogP_VSA6,RDKIT_BCUT2D_MRLOW,RDKIT_FpDensityMorgan1,RDKIT_MinEStateIndex,DIPOLE_mmff94,RDKIT_SlogP_VSA2,RDKIT_HallKierAlpha,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_MaxAbsPartialCharge,RDKIT_AvgIpc,RDKIT_NumSaturatedRings,PEP_dHf_2,RDKIT_ExactMolWt,RDKIT_BCUT2D_MWLOW,PEP_dHf_1,RDKIT_MolWt,RDKIT_SMR_VSA5,RDKIT_MaxEStateIndex,RDKIT_NumAliphaticRings,RDKIT_MinPartialCharge,RDKIT_MinAbsEStateIndex,RDKIT_MaxAbsEStateIndex,RDKIT_VSA_EState1,RDKIT_TPSA,RDKIT_NumValenceElectrons,RDKIT_Chi3v,RDKIT_PEOE_VSA8,RDKIT_Kappa2,RDKIT_qed,SOLUTE_B_GC,RDKIT_Chi1,RDKIT_SlogP_VSA3,RDKIT_BCUT2D_MWHI,SOLUTE_E_GC,RDKIT_VSA_EState2,SOLUTE_V_GC,SOLUTE_V_ML,RDKIT_Chi3n,RDKIT_Chi4v,RDKIT_NumSaturatedHeterocycles,RDKIT_Chi4n,RDKIT_EState_VSA8,RDKIT_Chi2v,RDKIT_VSA_EState8,RDKIT_SMR_VSA1,RDKIT_FpDensityMorgan2,RDKIT_NumAliphaticHeterocycles,RDKIT_NumHAcceptors,RDKIT_SlogP_VSA5,RDKIT_FpDensityMorgan3,RDKIT_VSA_EState4,RDKIT_Chi2n,RDKIT_VSA_EState5,RDKIT_Chi0,SOLUTE_L_ML,RDKIT_Kappa1,SOLUTE_A_ML,RDKIT_PEOE_VSA7,RDKIT_LabuteASA,RDKIT_HeavyAtomCount,RDKIT_HeavyAtomMolWt,STERICS_Volume,RDKIT_RingCount
440,-22.18,l,vinyl/acrylic,C=CCl,False,False,False,False,False,False,True,False,True,False,4,-24.5,0.0,4.333,0.046,0.24,-0.003,6.245,2.187,0.003,1.6,0.35,4.8,0.2,12.114,12.114,2.634,2.0,1.222,1.56,0.0,0.03,-1.272,1.179,-0.926,0.094,0.918,0,-59.9,61.992,11.283,-40.2,62.499,0.0,4.762,0,-0.094,1.222,4.762,0.0,0.0,18,0.0,0.0,2.03,0.398,0.046,1.414,0.0,35.496,0.218,0.0,0.47,0.47,0.0,0.0,0,0.0,6.579,0.463,3.127,0.0,2.0,0,0,0.0,2.0,1.222,0.154,0.0,2.707,1.404,3.03,0.011,5.535,24.718,3,59.475,411.775,0
441,-11.401,l,vinyl/acrylic,C=CCOCCOC(=O)C(=C)Cl,False,False,False,False,False,False,True,False,True,False,4,-22.84,0.375,9.083,0.765,0.946,0.349,6.403,3.253,0.349,1.982,0.982,-99.53,0.71,24.266,24.266,-0.139,1.5,-0.612,2.63,25.79,-0.8,-2.02,2.029,-2.096,0.459,2.034,0,-265.24,190.04,10.613,-142.87,190.626,0.0,10.646,0,-0.459,0.126,10.646,9.565,35.53,68,1.072,0.0,6.882,0.276,0.847,5.681,14.268,35.496,0.432,10.646,1.405,1.405,0.918,0.493,0,0.438,17.895,2.361,7.616,14.268,2.167,0,3,0.0,2.667,0.0,1.904,-0.612,9.397,5.441,11.2,0.01,0.0,76.607,12,179.538,1647.099,0
442,-13.074,l,vinyl/acrylic,C=CN1C(=O)CCC1=O,False,False,False,False,False,False,True,False,True,False,4,-25.76,0.333,18.889,0.724,1.292,0.233,6.024,2.767,0.233,2.099,1.68,-52.76,0.64,12.779,12.779,-0.135,1.333,-0.144,2.05,16.714,-1.12,-2.029,2.253,-2.213,0.274,2.123,1,-177.54,125.048,10.368,-99.02,125.127,12.842,10.65,1,-0.274,0.144,10.65,0.0,37.38,48,1.273,19.042,2.009,0.472,0.965,4.253,9.589,16.179,1.033,22.355,0.934,0.934,1.273,0.797,1,0.797,6.579,1.84,3.328,9.589,1.778,1,2,12.842,2.0,0.0,1.84,-0.287,6.853,4.773,6.007,0.016,0.0,52.951,9,118.071,1235.324,1
443,-15.177,s,vinyl/acrylic,C=Cn1c2ccccc2c2ccccc21,False,False,False,False,False,False,True,False,False,True,4,-17.94,0.0,10.933,0.346,1.37,0.053,6.087,2.675,0.053,2.279,1.471,69.73,0.76,55.11,55.11,1.297,0.8,1.216,0.92,4.567,-2.02,-1.969,2.056,-1.823,0.317,2.629,0,83.08,193.089,10.152,31.29,193.249,0.0,3.866,0,-0.317,1.216,3.866,2.13,4.93,72,2.8,16.972,2.99,0.552,0.435,7.415,0.0,14.946,1.93,0.0,1.554,1.554,2.8,2.149,0,2.149,59.677,3.587,3.866,0.0,1.267,0,1,0.0,1.733,2.433,3.587,0.0,10.251,8.299,8.302,0.004,12.133,88.254,15,182.161,2058.874,3
444,-22.682,s,vinyl/acrylic,C=Cn1c2ccccc2c2ccccc21,False,False,False,False,False,False,True,False,False,True,4,-17.94,0.0,10.933,0.346,1.37,0.053,6.087,2.675,0.053,2.279,1.471,69.73,0.76,55.11,55.11,1.297,0.8,1.216,0.93,4.567,-2.02,-1.969,2.056,-1.823,0.317,2.629,0,83.08,193.089,10.152,31.29,193.249,0.0,3.866,0,-0.317,1.216,3.866,2.13,4.93,72,2.8,16.972,2.99,0.552,0.435,7.415,0.0,14.946,1.93,0.0,1.554,1.554,2.8,2.149,0,2.149,59.677,3.587,3.866,0.0,1.267,0,1,0.0,1.733,2.433,3.587,0.0,10.251,8.299,8.302,0.004,12.133,88.254,15,182.161,2058.874,3
445,-21.033,l,vinyl/acrylic,C=COC(=O)C(CC)CCCC,False,False,False,False,False,False,True,False,True,False,4,-25.15,0.7,12.167,0.451,0.47,0.313,5.723,3.78,0.313,2.136,0.534,-107.23,0.71,12.841,12.841,-0.143,1.583,-0.138,2.05,5.969,-0.79,-2.101,2.153,-2.14,0.435,2.063,0,-285.26,170.131,9.998,-152.88,170.252,39.531,11.187,0,-0.435,0.058,11.187,4.717,26.3,70,1.932,0.0,6.892,0.452,0.484,5.757,9.531,16.528,0.183,11.187,1.549,1.549,1.932,1.118,0,1.118,13.503,2.851,7.476,9.531,2.25,0,2,39.531,2.667,0.0,2.851,-0.08,9.397,4.935,11.21,0.001,12.842,74.609,12,152.108,1647.099,0
446,-20.196,l,vinyl/acrylic,C=COC(=O)c1ccccc1,False,False,False,False,False,False,True,False,True,False,4,-25.15,0.0,8.727,0.452,0.878,0.342,5.891,2.767,0.342,1.997,0.863,-44.0,0.69,48.736,43.173,0.066,1.364,-0.374,2.55,5.969,-1.57,-1.956,2.013,-1.983,0.432,2.066,0,-158.8,148.052,10.213,-89.65,148.161,0.0,10.951,0,-0.432,0.374,10.951,4.553,26.3,56,1.2,0.0,3.562,0.473,0.492,5.343,4.737,16.528,0.819,10.951,1.17,1.17,1.2,0.718,0,0.718,11.316,1.938,3.283,9.531,2.0,0,2,10.358,2.545,0.535,1.938,-0.374,8.104,5.223,7.536,-0.003,12.133,65.112,11,140.097,1509.841,1
447,-20.554,l,vinyl/acrylic,C=COC(=O)CC,False,False,False,False,False,False,True,False,True,False,4,-25.15,0.4,7.571,0.446,0.503,0.31,5.689,3.169,0.31,1.808,0.559,-80.97,0.56,12.841,12.841,-0.137,2.0,-0.241,2.04,5.969,-0.79,-1.883,1.892,-1.936,0.435,1.68,0,-232.74,100.052,10.509,-126.62,100.117,13.345,10.118,0,-0.435,0.241,10.118,4.316,26.3,40,0.503,6.421,3.402,0.383,0.48,3.308,9.531,16.527,0.18,10.118,0.844,0.844,0.503,0.176,0,0.176,11.316,1.01,4.934,9.531,2.571,0,2,13.345,2.714,0.0,1.01,-0.241,5.699,2.788,6.21,0.002,0.0,42.784,7,92.053,960.808,0
448,-21.511,s,vinyl/acrylic,C=COC(C)=O,False,False,False,False,False,False,True,False,False,True,4,-25.15,0.25,6.833,0.436,0.589,0.307,5.66,3.046,0.307,1.699,0.568,-75.77,0.5,12.841,12.841,-0.135,2.0,-0.329,2.04,5.969,-0.79,-1.827,1.785,-1.87,0.435,1.349,0,-222.34,86.037,10.819,-121.42,86.09,6.924,9.75,0,-0.435,0.329,9.75,4.167,26.3,34,0.249,6.924,2.448,0.346,0.461,2.77,9.531,16.526,0.22,9.75,0.704,0.704,0.249,0.117,0,0.117,11.316,0.776,4.479,9.531,2.5,0,2,6.924,2.5,0.0,0.776,-0.329,4.992,2.161,5.21,0.003,0.0,36.42,6,80.042,823.55,0
449,-20.554,s,vinyl/acrylic,C=COC(C)=O,False,False,False,False,False,False,True,False,False,True,4,-25.15,0.25,6.833,0.436,0.589,0.307,5.66,3.046,0.307,1.699,0.568,-75.77,0.5,12.841,12.841,-0.135,2.0,-0.329,2.04,5.969,-0.79,-1.827,1.785,-1.87,0.435,1.349,0,-222.34,86.037,10.819,-121.42,86.09,6.924,9.75,0,-0.435,0.329,9.75,4.167,26.3,34,0.249,6.924,2.448,0.346,0.461,2.77,9.531,16.526,0.22,9.75,0.704,0.704,0.249,0.117,0,0.117,11.316,0.776,4.479,9.531,2.5,0,2,6.924,2.5,0.0,0.776,-0.329,4.992,2.161,5.21,0.003,0.0,36.42,6,80.042,823.55,0
450,-20.674,s,vinyl/acrylic,C=COC(C)=O,False,False,False,False,False,False,True,False,False,True,4,-25.15,0.25,6.833,0.436,0.589,0.307,5.66,3.046,0.307,1.699,0.568,-75.77,0.5,12.841,12.841,-0.135,2.0,-0.329,2.04,5.969,-0.79,-1.827,1.785,-1.87,0.435,1.349,0,-222.34,86.037,10.819,-121.42,86.09,6.924,9.75,0,-0.435,0.329,9.75,4.167,26.3,34,0.249,6.924,2.448,0.346,0.461,2.77,9.531,16.526,0.22,9.75,0.704,0.704,0.249,0.117,0,0.117,11.316,0.776,4.479,9.531,2.5,0,2,6.924,2.5,0.0,0.776,-0.329,4.992,2.161,5.21,0.003,0.0,36.42,6,80.042,823.55,0
451,-14.34,l,vinyl/acrylic,C=COCCCC,False,False,False,False,False,False,True,False,True,False,4,-19.74,0.667,8.143,0.323,0.291,0.087,4.471,2.559,0.087,1.855,0.338,-43.73,0.56,12.841,12.841,0.245,1.714,0.819,1.35,6.607,-0.46,-1.932,1.758,-1.826,0.502,1.691,0,-147.44,100.089,10.362,-83.97,100.161,19.765,4.838,0,-0.502,0.819,4.838,4.838,9.23,42,0.734,0.0,5.54,0.387,0.321,3.414,4.737,16.467,0.163,0.0,0.97,0.97,0.734,0.311,0,0.311,13.503,1.391,6.361,4.737,2.429,0,1,19.765,2.857,0.0,1.391,0.0,5.536,2.906,6.54,0.003,6.421,44.988,7,88.065,960.808,0
452,-16.013,s,vinyl/acrylic,C1=Cc2cccc3cccc1c23,False,False,False,False,False,False,True,False,False,True,4,-16.6,0.0,12.667,0.228,1.144,-0.004,6.041,2.643,0.004,2.298,1.16,55.42,0.71,47.525,36.398,1.719,0.667,1.343,0.25,0.0,-1.56,-1.991,2.057,-1.756,0.061,2.524,0,57.14,152.063,10.049,18.32,152.196,0.0,2.178,1,-0.061,1.343,2.178,0.0,0.0,56,2.412,0.0,1.978,0.463,0.217,5.949,0.0,14.097,1.786,0.0,1.216,1.216,2.412,1.857,0,1.857,48.55,3.126,0.0,0.0,1.25,0,0,11.127,1.833,2.7,3.126,0.0,7.966,6.213,6.012,0.002,21.899,71.148,12,144.132,1647.099,3
453,-23.542,s,vinyl/acrylic,C1=Cc2cccc3cccc1c23,False,False,False,False,False,False,True,False,False,True,4,-16.6,0.0,12.667,0.228,1.144,-0.004,6.041,2.643,0.004,2.298,1.16,55.42,0.71,47.525,36.398,1.719,0.667,1.343,0.26,0.0,-1.56,-1.991,2.057,-1.756,0.061,2.524,0,57.14,152.063,10.049,18.32,152.196,0.0,2.178,1,-0.061,1.343,2.178,0.0,0.0,56,2.412,0.0,1.978,0.463,0.217,5.949,0.0,14.097,1.786,0.0,1.216,1.216,2.412,1.857,0,1.857,48.55,3.126,0.0,0.0,1.25,0,0,11.127,1.833,2.7,3.126,0.0,7.966,6.213,6.012,0.002,21.899,71.148,12,144.132,1647.099,3
454,-20.268,s,vinyl/acrylic,C1=Cc2cccc3cccc1c23,False,False,False,False,False,False,True,False,False,True,4,-16.6,0.0,12.667,0.228,1.144,-0.004,6.041,2.643,0.004,2.298,1.16,55.42,0.71,47.525,36.398,1.719,0.667,1.343,0.26,0.0,-1.56,-1.991,2.057,-1.756,0.061,2.524,0,57.14,152.063,10.049,18.32,152.196,0.0,2.178,1,-0.061,1.343,2.178,0.0,0.0,56,2.412,0.0,1.978,0.463,0.217,5.949,0.0,14.097,1.786,0.0,1.216,1.216,2.412,1.857,0,1.857,48.55,3.126,0.0,0.0,1.25,0,0,11.127,1.833,2.7,3.126,0.0,7.966,6.213,6.012,0.002,21.899,71.148,12,144.132,1647.099,3
455,-13.862,s,vinyl/acrylic,C1=Cc2ccccc2C1,False,False,False,False,False,False,True,False,False,True,4,-19.16,0.111,13.778,0.205,0.923,-0.009,5.588,2.625,0.009,2.169,0.787,36.18,0.64,41.468,30.341,1.311,1.111,1.121,0.34,0.0,-1.04,-1.926,1.997,-1.764,0.08,2.333,0,13.54,116.063,10.125,-3.48,116.163,6.421,2.199,1,-0.08,1.121,2.199,0.0,0.0,44,1.69,0.0,1.728,0.487,0.178,4.466,6.421,14.048,1.059,0.0,0.988,0.988,1.69,1.196,0,1.196,36.418,2.305,0.0,0.0,2.0,0,0,11.127,2.889,2.843,2.305,0.0,6.104,4.496,4.803,0.001,17.548,54.831,9,108.099,1235.324,2
456,-14.101,s,ROMP,C1=CCC=C1,False,True,False,False,False,False,False,False,False,True,7,-5.037,0.2,17.6,0.119,0.388,-0.016,5.115,2.61,0.016,1.928,0.349,34.19,0.0,24.304,24.304,1.451,1.0,1.139,0.29,0.0,-0.52,-1.568,1.717,-1.366,0.081,1.76,0,11.49,66.047,10.495,-17.663,66.103,6.421,2.125,1,-0.081,1.139,2.125,0.0,0.0,26,0.655,0.0,1.066,0.402,0.116,2.5,0.0,13.787,0.436,0.0,0.618,0.618,0.655,0.393,0,0.393,24.304,1.092,0.0,0.0,1.6,0,0,6.421,1.8,0.0,1.092,0.0,3.536,2.222,2.703,0.0,6.421,31.814,5,60.055,686.291,1
457,-4.995,l,ROMP,C1=COCC1,False,True,False,False,False,False,False,False,True,False,7,-4.7,0.5,19.2,0.349,0.366,0.091,4.779,2.324,0.091,1.927,0.564,-20.63,0.0,12.338,12.338,0.281,1.6,0.889,1.65,6.607,-0.46,-1.792,1.835,-1.7,0.501,1.76,0,-94.65,70.042,10.494,-69.32,70.091,6.421,4.764,1,-0.501,0.889,4.764,4.764,9.23,28,0.595,6.421,1.108,0.412,0.316,2.5,4.737,16.471,0.321,0.0,0.579,0.579,0.595,0.34,0,0.34,0.0,1.031,0.889,4.737,2.6,1,1,6.421,2.8,0.0,1.031,0.0,3.536,2.135,2.76,0.002,6.076,31.252,5,64.043,686.291,1
459,-24.259,l,cationic,c1ccc(C2CO2)cc1,False,False,False,True,False,False,False,False,True,False,8,-26.9,0.25,23.778,0.462,0.792,0.106,5.193,2.286,0.106,2.282,0.896,15.43,0.27,35.895,30.332,0.415,1.222,0.409,1.73,6.607,-0.82,-1.893,2.231,-1.75,0.368,2.71,1,-43.44,120.058,10.163,-31.97,120.151,6.104,5.095,1,-0.368,0.409,5.095,5.095,12.53,46,1.505,0.0,1.848,0.514,0.527,4.466,4.737,16.579,0.752,0.0,0.948,0.948,1.505,0.908,1,0.908,12.133,2.233,0.907,4.737,1.889,1,1,11.667,2.444,1.303,2.233,0.0,6.104,4.317,5.004,-0.002,5.563,54.269,9,112.087,1235.324,2
460,-19.957,s,cationic,c1ccc(OC2(Oc3ccccc3)COC2)cc1,False,False,False,True,False,False,False,False,False,True,8,-25.7,0.2,16.667,0.842,1.774,0.297,5.245,1.747,0.297,2.282,1.811,-46.72,0.6,60.664,60.664,-0.264,0.722,-0.692,1.89,19.001,-2.0,-2.402,2.437,-2.585,0.448,2.385,1,-165.34,242.094,10.196,-92.92,242.274,5.787,5.895,1,-0.448,0.441,5.895,17.022,27.69,92,2.738,0.0,4.704,0.771,0.825,8.864,4.737,16.756,1.621,0.0,1.814,1.814,2.738,1.814,1,1.814,0.0,4.234,0.883,14.211,1.167,1,3,0.0,1.5,0.0,4.234,0.886,12.261,8.92,11.111,0.003,24.265,105.918,18,228.162,2470.649,3
461,-23.184,l,cationic,C1CCC2OC2C1,False,False,False,True,False,False,False,False,True,False,8,-0.0,1.0,48.0,0.288,0.27,0.084,4.873,1.948,0.084,2.353,1.089,-30.72,0.11,0.0,0.0,0.373,1.0,0.703,1.94,12.208,-0.04,-1.999,2.393,-1.995,0.37,2.414,2,-81.94,98.073,10.012,-51.22,98.145,37.891,5.278,2,-0.37,0.703,5.278,5.278,12.53,40,1.915,0.0,1.221,0.416,0.274,3.466,4.737,16.596,0.143,0.0,0.796,0.796,1.915,1.378,1,1.378,0.0,2.497,0.0,4.737,1.571,1,1,25.683,2.0,0.0,2.497,0.0,4.69,3.529,3.902,0.09,12.842,43.666,7,88.065,960.808,2
462,-11.233,l,cyclic,C1CCCCCCCC1,False,False,False,False,True,False,False,False,True,False,11,-12.8,1.0,24.0,0.0,0.349,-0.053,4.509,2.025,0.053,2.15,0.09,-31.3,0.0,0.0,0.0,0.624,0.222,1.5,0.08,0.0,0.0,-1.932,1.953,-1.734,0.053,1.995,1,-108.7,126.141,10.132,-64.6,126.243,57.787,1.5,1,-0.053,1.5,1.5,0.0,0.0,54,2.25,0.0,4.84,0.466,0.0,4.5,0.0,14.017,0.356,0.0,1.268,1.268,2.25,1.591,0,1.591,0.0,3.182,0.0,0.0,0.333,0,0,57.787,0.444,0.0,3.182,0.0,6.364,4.801,7.111,0.0,0.0,58.653,9,108.099,1235.324,1
463,-11.472,l,cyclic,C1CCCCCCCCC1,False,False,False,False,True,False,False,False,True,False,12,-12.6,1.0,24.0,-0.003,0.324,-0.053,4.51,2.0,0.053,2.151,0.09,-36.4,0.0,0.0,0.0,0.504,0.2,1.5,0.08,0.0,0.0,-2.052,1.954,-1.855,0.053,2.014,1,-118.5,140.157,10.012,-69.5,140.27,64.208,1.5,1,-0.053,1.5,1.5,0.0,0.0,60,2.5,0.0,5.76,0.478,0.0,5.0,0.0,14.018,0.392,0.0,1.409,1.409,2.5,1.768,0,1.768,0.0,3.536,0.0,0.0,0.3,0,0,64.208,0.4,0.0,3.536,0.0,7.071,5.255,8.1,-0.0,0.0,65.018,10,120.11,1372.583,1
464,-10.755,l,cyclic,C1CCCCCCCCCC1,False,False,False,False,True,False,False,False,True,False,13,-0.0,1.0,24.0,0.001,0.326,-0.053,4.511,2.017,0.053,2.152,0.093,-53.9,0.0,0.0,0.0,0.585,0.182,1.5,0.08,0.0,0.0,-1.971,1.955,-1.774,0.053,2.085,1,-128.3,154.172,10.093,-74.4,154.297,70.629,1.5,1,-0.053,1.5,1.5,0.0,0.0,66,2.75,0.0,6.694,0.488,0.0,5.5,0.0,14.019,0.426,0.0,1.55,1.55,2.75,1.945,0,1.945,0.0,3.889,0.0,0.0,0.273,0,0,70.629,0.364,0.0,3.889,0.0,7.778,5.79,9.091,0.0,0.0,71.383,11,132.121,1509.841,1
465,-3.346,l,cyclic,C1CCCCCCCCCCC1,False,False,False,False,True,False,False,False,True,False,14,-4.4,1.0,24.0,-0.0,0.371,-0.053,4.512,2.0,0.053,2.153,0.097,-54.4,0.0,0.0,0.0,0.504,0.167,1.5,0.08,0.0,0.0,-2.052,1.956,-1.855,0.053,2.049,1,-138.1,168.188,10.012,-79.3,168.324,77.05,1.5,1,-0.053,1.5,1.5,0.0,0.0,72,3.0,0.0,7.639,0.492,0.0,6.0,0.0,14.02,0.45,0.0,1.691,1.691,3.0,2.121,0,2.121,0.0,4.243,0.0,0.0,0.25,0,0,77.05,0.333,0.0,4.243,0.0,8.485,6.273,10.083,0.0,0.0,77.748,12,144.132,1647.099,1
466,-5.258,l,cyclic,C1CCCCCCCCCCCC1,False,False,False,False,True,False,False,False,True,False,15,-0.0,1.0,24.0,0.003,0.397,-0.053,4.513,2.012,0.053,2.154,0.103,-63.7,0.0,0.0,0.0,0.562,0.154,1.5,0.08,0.0,0.0,-1.994,1.957,-1.797,0.053,2.176,1,-147.9,182.203,10.07,-84.2,182.351,83.471,1.5,1,-0.053,1.5,1.5,0.0,0.0,78,3.25,0.0,8.592,0.49,0.0,6.5,0.0,14.021,0.483,0.0,1.832,1.832,3.25,2.298,0,2.298,0.0,4.596,0.0,0.0,0.231,0,0,83.471,0.308,0.0,4.596,0.0,9.192,6.826,11.077,0.001,0.0,84.113,13,156.143,1784.358,1
467,-1.673,l,cyclic,C1CCCCCCCCCCCCC1,False,False,False,False,True,False,False,False,True,False,16,-0.0,1.0,24.0,0.004,0.443,-0.053,4.514,2.0,0.053,2.155,0.112,-68.6,0.0,0.0,0.0,0.504,0.143,1.5,0.08,0.0,0.0,-2.052,1.958,-1.855,0.053,2.217,1,-157.7,196.219,10.012,-89.1,196.378,89.892,1.5,1,-0.053,1.5,1.5,0.0,0.0,84,3.5,0.0,9.551,0.482,0.0,7.0,0.0,14.022,0.567,0.0,1.973,1.973,3.5,2.475,0,2.475,0.0,4.95,0.0,0.0,0.214,0,0,89.892,0.286,0.0,4.95,0.0,9.899,7.29,12.071,0.002,0.0,90.478,14,168.154,1921.616,1
468,-2.868,l,cationic,C1CCCCCCCCCCCCCC1,False,False,False,True,False,False,False,False,True,False,17,-0.0,1.0,24.0,0.009,0.413,-0.053,4.515,2.009,0.053,2.156,0.126,-73.5,0.0,0.0,0.0,0.548,0.133,1.5,0.08,0.0,0.0,-2.009,1.959,-1.811,0.053,2.266,1,-167.5,210.235,10.056,-94.0,210.405,96.312,1.5,1,-0.053,1.5,1.5,0.0,0.0,90,3.75,0.0,10.516,0.47,0.015,7.5,0.0,14.023,0.48,0.0,2.114,2.114,3.75,2.652,0,2.652,0.0,5.303,0.0,0.0,0.2,0,0,96.312,0.267,0.0,5.303,0.0,10.607,7.754,13.067,0.003,0.0,96.843,15,180.165,2058.874,1
469,-1.912,l,cyclic,C1CCCCCCCCCCCCCCC1,False,False,False,False,True,False,False,False,True,False,18,-0.0,1.0,24.0,0.012,0.402,-0.053,4.516,2.0,0.053,2.157,0.143,-78.4,0.0,0.0,0.0,0.504,0.125,1.5,0.08,0.0,0.0,-2.052,1.96,-1.855,0.053,2.292,1,-177.3,224.25,10.012,-98.9,224.432,102.733,1.5,1,-0.053,1.5,1.5,0.0,0.0,96,4.0,0.0,11.484,0.457,0.089,8.0,0.0,14.024,0.627,0.0,2.254,2.254,4.0,2.828,0,2.828,0.0,5.657,0.0,0.0,0.188,0,0,102.733,0.25,0.0,5.657,0.0,11.314,8.179,14.062,0.003,0.0,103.208,16,192.176,2196.132,1
470,-2.032,l,cyclic,C1CCCCCCCCCCCCCCCC1,False,False,False,False,True,False,False,False,True,False,19,-0.0,1.0,24.0,0.018,0.608,-0.053,4.517,2.007,0.053,2.158,0.165,-83.3,0.0,0.0,0.0,0.538,0.118,1.5,0.08,0.0,0.0,-2.018,1.961,-1.821,0.053,2.35,1,-187.1,238.266,10.046,-103.8,238.459,109.154,1.5,1,-0.053,1.5,1.5,0.0,0.0,102,4.25,0.0,12.457,0.444,-0.005,8.5,0.0,14.025,0.663,0.0,2.395,2.395,4.25,3.005,0,3.005,0.0,6.01,0.0,0.0,0.176,0,0,109.154,0.235,0.0,6.01,0.0,12.021,8.626,15.059,0.004,0.0,109.572,17,204.187,2333.391,1
471,-3.466,g,cationic,C1CCCSCC1,False,False,False,True,False,False,False,True,False,False,9,-3.9,1.0,24.0,0.299,0.65,-0.007,7.988,2.042,0.007,2.145,0.691,-15.48,0.0,0.0,0.0,0.726,0.714,1.417,1.79,11.506,0.35,-1.864,1.952,-1.713,0.162,1.902,1,-59.26,116.066,10.21,-39.88,116.229,25.683,2.116,1,-0.162,1.417,2.116,0.0,0.0,42,2.482,0.0,3.364,0.468,0.366,3.5,0.0,32.166,0.652,0.0,1.009,1.009,1.327,1.884,1,0.864,11.762,3.251,0.0,0.0,1.286,1,1,25.683,1.857,0.0,2.027,2.833,4.95,4.187,5.486,0.0,24.347,49.681,7,104.133,960.808,1
472,-3.824,l,cationic,C1CCCSSCC1,False,False,False,True,False,False,False,False,True,False,10,-8.8,1.0,24.0,0.326,0.769,0.004,8.763,2.0,0.004,2.262,0.822,-8.0,0.0,0.0,0.0,0.71,0.625,1.38,2.38,11.506,0.7,-2.046,1.959,-1.859,0.094,1.615,1,-54.1,148.038,10.205,-37.3,148.296,25.683,2.046,1,-0.094,1.38,2.046,0.0,0.0,48,3.866,11.506,4.567,0.484,0.329,4.0,0.0,33.115,0.791,0.0,1.172,1.172,1.289,3.087,1,0.793,0.0,4.76,0.0,0.0,1.125,1,2,25.683,1.625,0.0,2.058,2.759,5.657,5.318,6.815,0.007,12.842,59.204,8,136.2,1098.066,1
473,-0.359,g,cationic,C1CCOCC1,False,False,False,True,False,False,False,True,False,False,8,-0.5,1.0,24.0,0.465,0.327,0.047,4.448,2.0,0.047,2.015,0.58,-53.22,0.0,0.0,0.0,0.097,0.833,1.0,1.59,13.214,-0.04,-2.075,1.945,-2.025,0.381,1.72,1,-127.94,86.073,10.213,-74.22,86.134,19.262,5.069,1,-0.381,1.0,5.069,5.069,9.23,36,1.077,13.214,2.19,0.43,0.291,3.0,4.737,16.474,0.234,0.0,0.763,0.763,1.077,0.687,1,0.687,0.0,1.673,2.0,4.737,1.5,1,1,19.262,1.667,0.0,1.673,0.0,4.243,2.975,4.128,0.002,19.262,38.307,6,76.054,823.55,1
474,-12.787,g,cationic,C1CCOCOCC1,False,False,False,True,False,False,False,True,False,False,10,-3.1,1.0,24.0,0.692,0.464,0.146,4.409,2.0,0.146,1.993,0.736,-89.9,0.0,0.0,0.0,-0.066,0.75,0.5,1.82,20.007,-0.08,-2.083,1.943,-2.061,0.355,1.615,1,-206.5,116.084,10.24,-113.5,116.16,19.262,5.052,1,-0.355,0.5,5.052,10.104,18.46,48,1.244,13.214,3.866,0.473,0.538,4.0,9.474,16.658,0.255,0.0,0.963,0.963,1.244,0.762,1,0.762,0.0,1.995,2.25,9.474,1.375,1,2,19.262,2.0,0.0,1.995,0.0,5.657,3.64,6.046,0.001,19.262,49.785,8,104.064,1098.066,1
475,-1.793,g,cationic,C1CCSC1,False,False,False,True,False,False,False,True,False,False,7,-1.7,1.0,24.0,0.321,0.545,-0.007,7.99,2.083,0.007,2.142,0.661,-7.88,0.0,0.0,0.0,0.949,1.0,1.417,2.16,11.506,0.35,-1.691,1.951,-1.581,0.162,1.76,1,-39.66,88.035,10.394,-30.08,88.175,12.842,2.074,1,-0.162,1.417,2.074,0.0,0.0,30,1.982,0.0,1.706,0.432,0.358,2.5,0.0,32.167,0.664,0.0,0.727,0.727,0.827,1.531,1,0.51,11.762,2.544,0.0,0.0,1.6,1,1,12.842,1.8,0.0,1.319,2.833,3.536,3.034,3.537,0.002,24.347,36.951,5,80.111,686.291,1
