,Tc (C),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,RDKIT_MolWt,PEP_dHf_1,MIX_dSsolv298(kJ/mol/K),PEP_dH_(kcal/mol),RDKIT_NumValenceElectrons,RDKIT_Kappa2,SOLUTE_L_ML,RDKIT_SlogP_VSA6,SOLUTE_E_ML,RDKIT_LabuteASA,PEP_dHf_0,RDKIT_EState_VSA8,RDKIT_FpDensityMorgan3,SOLUTE_V_ML,MIX_logK,SOLUTE_B_ML,RDKIT_VSA_EState4,RDKIT_NumSaturatedRings,STERICS_Wiener_Index,SOLUTE_B_GC,RDKIT_SPS,RDKIT_MaxEStateIndex,SOLUTE_S_ML,RDKIT_VSA_EState2,RDKIT_BCUT2D_CHGHI,RDKIT_MaxPartialCharge,SOLUTE_E_GC,RDKIT_Chi1n,RDKIT_MinEStateIndex,RDKIT_HeavyAtomMolWt,RDKIT_SMR_VSA7,RDKIT_PEOE_VSA14,SOLUTE_L_GC,RDKIT_SlogP_VSA2,RDKIT_VSA_EState1,PEP_dHf_2,RDKIT_PEOE_VSA1,RDKIT_RingCount,RDKIT_MinPartialCharge,RDKIT_Chi4v,RDKIT_Chi0v,STERICS_VDW_Volume,RDKIT_Chi0,RDKIT_SMR_VSA1,RDKIT_FpDensityMorgan2,RDKIT_NumAliphaticRings,RDKIT_NumSaturatedHeterocycles,RDKIT_SlogP_VSA5,RDKIT_Chi1v,RDKIT_ExactMolWt,RDKIT_Kappa3,RDKIT_NumAliphaticHeterocycles,RDKIT_PEOE_VSA7,RDKIT_SMR_VSA5,RDKIT_Chi2n,RDKIT_fr_lactone,RDKIT_VSA_EState7,RDKIT_BCUT2D_CHGLO,STERICS_Side_Chain_Ratio,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_BCUT2D_MRHI,MIX_logP,TANIMOTO,RDKIT_VSA_EState8,RDKIT_Chi3n,RDKIT_MaxAbsEStateIndex,RDKIT_fr_ether,RDKIT_Chi1,DIPOLE_mmff94,STERICS_Backbone_Length,RDKIT_NumHAcceptors,SOLUTE_V_GC,RDKIT_qed,STERICS_Volume,RDKIT_Chi2v,RDKIT_MinAbsEStateIndex,RDKIT_TPSA,MIX_dHsolv298(kJ/mol),RDKIT_HeavyAtomCount,SOLUTE_A_ML,RDKIT_AvgIpc,RDKIT_BCUT2D_MRLOW,RDKIT_FractionCSP3,RDKIT_VSA_EState5,RDKIT_BCUT2D_MWHI,RDKIT_Kappa1,RDKIT_BCUT2D_LOGPHI,RDKIT_NOCount,RDKIT_PEOE_VSA8,MIX_dGsolv298(kJ/mol),RDKIT_BCUT2D_LOGPLOW,RDKIT_FpDensityMorgan1,RDKIT_SlogP_VSA3,RDKIT_BalabanJ,RDKIT_HallKierAlpha,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_BCUT2D_MWLOW,SOLUTE_S_GC,RDKIT_Chi0n
310,509.037,l,ROP,CC1=CCC(=O)O1,False,False,True,False,False,False,False,False,True,False,98.101,-77.24,-0.068,0.0,38,1.37,3.506,11.835,0.509,41.779,-74.94,4.737,2.714,0.736,5.17,0.521,0.0,0,104,0.41,19.0,10.179,1.077,10.179,2.076,0.314,0.481,2.163,-0.141,92.053,11.835,5.969,3.664,5.969,4.583,-152.18,4.737,1,-0.431,0.49,4.101,171.003,5.276,9.531,2.571,1,0,13.345,2.163,98.037,0.796,1,13.0,13.345,1.493,1,2.216,-1.873,0.22,0.831,0.49,5.743,1.07,1.0,1.769,0.831,10.179,1,3.288,3.54,7,2,0.736,0.419,960.808,1.493,0.141,26.3,-49.88,7,0.002,1.867,-0.136,0.4,0.586,16.541,4.371,2.072,2,0.0,-29.51,-1.9,1.857,9.531,2.58,-0.79,0.431,0.314,10.418,1.043,4.101
311,520.12,l,vinyl/acrylic,C=CCCC,False,False,False,False,False,False,True,False,True,False,70.135,-45.722,-0.038,-22.811,30,3.74,2.197,12.655,0.105,33.509,-5.167,13.503,2.4,0.77,2.43,0.067,0.0,0,50,0.071,7.4,3.55,0.085,0.0,1.612,-0.036,0.124,2.024,1.153,60.055,12.655,0.0,2.176,0.0,0.0,-73.7,0.0,0,-0.103,0.204,3.699,122.145,4.121,0.0,2.4,0,0,19.765,2.024,70.078,3.74,0,6.421,19.765,1.077,0,4.309,-1.724,0.43,0.493,0.204,4.625,3.6,1.0,5.691,0.493,3.55,0,2.414,0.15,4,0,0.77,0.436,686.291,1.077,1.153,0.0,-25.2,5,0.0,1.406,0.961,0.6,0.0,13.68,4.74,1.816,0,0.0,-13.89,-1.52,1.8,0.0,2.402,-0.26,0.103,0.036,10.344,0.127,3.699
312,522.963,l,vinyl/acrylic,C=CC(=O)OCC,True,False,False,False,False,False,True,False,True,False,100.117,-123.53,-0.054,-20.43,40,3.402,2.816,12.655,0.219,42.784,-82.6,11.316,2.714,0.844,3.65,0.431,0.0,0,98,0.428,7.571,10.072,0.625,10.072,1.861,0.33,0.176,2.101,-0.359,92.053,12.655,5.969,2.724,12.576,4.434,-226.56,4.737,0,-0.463,0.201,4.308,171.003,5.699,9.531,2.571,0,0,6.924,2.101,100.052,3.029,0,6.924,6.924,0.956,0,1.142,-1.903,0.56,0.453,0.201,5.806,1.5,1.0,5.378,0.453,10.072,1,3.308,1.97,4,2,0.844,0.378,960.808,0.956,0.359,26.3,-36.89,7,0.002,1.68,-0.137,0.4,-0.359,16.531,6.21,1.739,2,6.076,-20.81,-1.969,2.0,9.531,3.173,-0.79,0.463,0.33,10.649,0.584,4.308
313,529.064,l,ROP,O=C1CCCCCO1,False,False,True,False,False,False,False,False,True,False,114.144,-123.4,-0.059,-11.5,46,2.698,4.117,0.0,0.444,48.833,-94.67,0.0,3.0,0.92,5.86,0.562,0.0,1,158,0.638,21.75,10.461,1.368,10.461,2.05,0.305,0.238,3.05,-0.025,104.064,0.0,5.969,4.342,12.576,4.764,-229.57,4.737,1,-0.466,0.806,4.852,195.432,5.82,9.531,2.125,1,1,25.683,3.05,114.068,1.523,1,19.262,25.683,2.031,1,3.83,-1.935,0.1,1.288,0.806,5.689,1.26,1.0,0.638,1.288,10.461,1,3.894,4.04,9,2,0.92,0.441,1098.066,2.031,0.025,26.3,-50.96,8,0.001,1.941,-0.142,0.833,-0.025,16.533,5.604,2.058,2,6.421,-33.43,-1.997,1.25,9.531,2.267,-0.53,0.466,0.305,10.205,1.279,4.852
314,539.35,l,ROP,O=C1CCCCCCCCCCN1,False,False,True,False,False,False,False,False,True,False,183.295,-104.21,-0.08,-0.0,76,6.93,7.125,0.0,0.661,81.094,-88.26,5.317,2.0,1.665,7.87,0.8,0.0,1,548,0.696,22.615,11.188,1.63,11.188,2.011,0.219,0.766,5.661,0.251,162.127,0.0,0.0,7.257,12.452,0.0,-192.47,5.317,1,-0.356,1.787,8.479,317.577,9.356,4.795,1.308,1,1,57.787,5.661,183.162,5.669,1,12.842,57.787,3.928,0,10.879,-2.071,0.07,2.653,1.787,5.752,2.32,1.0,0.888,2.653,11.188,0,6.394,3.45,14,1,1.665,0.614,1784.358,3.928,0.251,29.1,-68.65,13,0.318,2.109,-0.121,0.909,0.251,16.149,10.55,2.099,2,12.966,-44.89,-2.236,0.769,4.795,2.145,-0.53,0.356,0.219,10.06,1.307,8.479
315,543.456,l,vinyl/acrylic,C=COC(C)=O,False,False,False,False,False,False,True,False,True,False,86.09,-121.42,-0.051,-25.15,34,2.448,2.161,12.841,0.235,36.42,-75.77,11.316,2.5,0.704,3.26,0.436,0.0,0,71,0.461,6.833,9.75,0.568,9.75,1.785,0.307,0.22,1.552,-0.329,80.042,12.841,5.969,2.236,5.969,4.167,-222.34,4.737,0,-0.435,0.117,3.601,146.574,4.992,9.531,2.5,0,0,6.924,1.552,86.037,3.21,0,0.0,6.924,0.776,0,1.1,-1.827,0.5,0.249,0.117,5.66,1.31,1.0,4.479,0.249,9.75,1,2.77,2.03,4,2,0.704,0.346,823.55,0.776,0.329,26.3,-33.77,6,0.003,1.349,-0.135,0.25,-0.329,16.526,5.21,1.699,2,6.924,-18.61,-1.87,2.0,9.531,3.046,-0.79,0.435,0.307,10.819,0.589,3.601
316,545.206,l,vinyl/acrylic,C=CCC,False,False,False,False,False,False,True,False,True,False,56.108,-41.109,-0.03,-22.672,24,2.74,1.538,12.655,0.11,27.144,-0.12,13.503,2.25,0.629,1.98,0.062,0.0,0,31,0.071,6.25,3.479,0.079,0.0,1.448,-0.038,0.124,1.524,1.083,48.044,12.655,0.0,1.684,0.0,0.0,-63.9,0.0,0,-0.103,0.0,2.992,97.716,3.414,0.0,2.25,0,0,13.345,1.524,56.063,1.74,0,6.421,13.345,0.697,0,2.958,-1.574,0.33,0.289,0.0,4.596,3.0,1.0,5.542,0.289,3.479,0,1.914,0.16,4,0,0.629,0.4,549.033,0.697,1.083,0.0,-20.29,4,-0.002,1.371,1.232,0.5,0.0,13.522,3.74,1.66,0,0.0,-11.31,-1.361,2.0,0.0,2.297,-0.26,0.103,0.038,10.501,0.127,2.992
318,574.637,s,ROMP,C1=CCCC2OC3(CCCCC3)OC2CC1,False,True,False,False,False,False,False,False,False,True,222.328,-148.2,-0.046,-9.3,90,4.498,7.109,12.152,0.864,98.003,-90.1,12.152,1.938,1.83,2.64,0.77,0.0,2,624,0.745,38.0,6.273,0.938,0.0,2.466,0.169,0.941,6.886,-0.183,200.152,12.152,0.0,7.977,17.995,12.546,-247.6,9.474,3,-0.344,3.304,9.99,390.864,10.847,9.474,1.375,3,1,57.787,6.886,222.162,2.053,1,38.525,75.782,5.41,0,16.053,-2.316,0.44,4.165,3.304,4.938,1.67,0.0,0.0,4.165,6.273,2,7.881,1.3,10,2,1.83,0.583,2196.132,5.41,0.183,18.46,-28.69,16,0.011,2.58,-0.194,0.857,-0.183,16.752,10.791,2.425,2,12.842,-15.07,-2.331,0.812,9.474,1.695,-0.34,0.344,0.169,9.942,0.84,9.99
319,629.754,s,ROMP,C1=CCCC2CCCC2CC1,False,True,False,False,False,False,False,False,False,True,150.265,-61.6,-0.044,-9.0,62,3.424,5.323,12.152,0.594,69.687,-3.8,12.152,1.818,1.398,2.38,0.114,0.0,1,279,0.118,37.818,2.383,0.307,0.0,2.255,-0.035,0.658,5.116,1.097,132.121,12.152,0.0,5.764,0.0,0.0,-74.4,0.0,2,-0.089,2.73,7.259,268.719,7.519,0.0,1.273,2,0,44.946,5.116,150.141,1.662,0,37.519,44.946,4.077,0,14.972,-2.192,0.23,3.391,2.73,4.892,1.41,0.0,0.0,3.391,2.383,0,5.466,0.07,10,0,1.398,0.463,1509.841,4.077,1.097,0.0,-26.64,11,0.001,2.351,0.343,0.818,2.194,14.311,7.392,2.382,0,0.0,-13.6,-2.079,0.727,0.0,1.968,-0.26,0.089,0.035,9.863,0.678,7.259
320,630.907,s,cyclic,COC(=O)CCCCC1CCSS1,False,False,False,False,True,False,False,False,False,True,220.359,-127.84,-0.047,-1.0,76,6.598,7.512,0.0,0.839,87.574,-106.34,4.737,3.0,1.67,3.06,0.795,0.0,1,474,0.824,21.769,10.776,1.343,10.776,2.152,0.305,0.843,4.678,-0.076,204.231,0.0,5.969,7.179,24.082,4.574,-235.18,4.737,1,-0.469,4.336,9.586,317.577,9.519,9.531,2.385,1,1,32.104,7.06,220.059,4.814,1,19.262,37.354,3.151,0,5.324,-2.051,0.53,5.119,1.308,8.769,0.48,0.054,0.0,2.112,10.776,1,6.326,3.72,7,4,1.67,0.404,1784.358,5.938,0.076,26.3,-31.35,13,-0.012,2.642,-0.14,0.889,1.222,33.115,11.246,2.394,2,17.424,-17.45,-2.012,1.538,9.531,1.911,0.17,0.469,0.305,10.115,1.22,7.953
321,642.833,s,ROP,CC1OC(=O)C(C)OC1=O,False,False,True,False,False,False,False,False,False,True,144.126,-203.89,-0.056,-20.5,56,2.284,4.22,0.0,0.463,58.108,-166.36,9.474,1.6,0.994,3.75,0.722,0.0,1,216,1.013,33.0,10.651,1.416,21.301,2.315,0.347,0.566,3.02,-0.747,136.062,0.0,11.939,4.37,24.147,9.194,-390.75,9.474,1,-0.448,0.636,5.788,244.29,7.724,19.063,1.3,1,1,13.847,3.02,144.042,1.097,1,13.847,26.055,2.158,2,-1.493,-2.219,0.33,1.25,0.636,5.863,0.04,0.056,2.957,1.25,10.651,2,4.609,2.36,8,4,0.994,0.444,1372.583,2.158,0.48,52.6,-38.15,10,0.037,1.841,-0.191,0.667,-0.959,16.645,7.052,2.08,4,0.0,-21.38,-2.404,1.0,19.063,2.631,-1.06,0.448,0.347,10.299,1.093,5.788
322,660.806,s,ROMP,C1=CCCC2OCOC2CC1,False,True,False,False,False,False,False,False,False,True,154.209,-121.2,-0.047,-9.3,62,3.371,4.555,12.152,0.614,67.185,-63.1,12.152,2.0,1.234,2.81,0.674,0.0,1,279,0.589,37.818,5.436,0.789,0.0,2.276,0.147,0.702,4.348,0.375,140.097,12.152,0.0,5.202,19.001,10.873,-193.6,9.474,2,-0.349,1.724,6.661,268.719,7.519,9.474,1.455,2,1,25.683,4.348,154.099,1.628,1,25.683,37.891,3.154,0,9.785,-2.163,0.23,2.381,1.724,4.891,1.84,0.0,0.509,2.381,5.436,2,5.466,1.53,10,2,1.234,0.496,1509.841,3.154,0.375,18.46,-30.09,11,0.01,2.351,0.037,0.778,0.0,16.714,7.317,2.231,2,0.0,-16.04,-2.223,0.909,9.474,1.968,-0.34,0.349,0.147,10.008,0.776,6.661
323,691.308,s,ROMP,CC1OC2CCC=CCCC2O1,False,True,False,False,False,False,False,False,False,True,168.236,-131.65,-0.046,-9.3,68,3.584,5.101,12.152,0.56,73.55,-73.55,12.152,2.0,1.375,2.75,0.65,0.0,1,334,0.578,41.917,5.645,0.744,0.0,2.322,0.155,0.694,4.82,0.012,152.108,12.152,0.0,5.758,18.498,11.289,-214.5,9.474,2,-0.347,1.964,7.532,293.148,8.389,9.474,1.5,2,1,32.607,4.82,168.115,1.697,1,32.607,51.105,3.543,0,9.726,-2.162,0.29,2.55,1.964,4.898,1.78,0.0,1.984,2.55,5.645,2,5.86,1.63,10,2,1.375,0.516,1647.099,3.543,0.012,18.46,-29.37,12,0.008,2.317,-0.052,0.8,0.0,16.731,8.267,2.269,2,0.0,-15.71,-2.223,1.0,9.474,1.979,-0.34,0.347,0.155,10.008,0.758,7.532
324,726.85,s,cationic,C1COCOCCO1,False,False,False,True,False,False,False,False,False,True,118.132,-137.82,-0.056,-5.6,48,3.831,3.572,0.0,0.392,48.534,-111.72,0.0,1.75,0.881,3.7,0.956,0.0,1,165,0.872,24.0,5.024,0.871,0.0,1.938,0.146,0.219,2.732,0.42,108.052,0.0,0.0,3.243,33.22,14.879,-255.14,14.211,1,-0.377,0.515,4.76,195.432,5.657,14.211,1.125,1,1,0.0,2.732,118.063,2.255,1,0.0,0.0,1.547,0,0.0,-2.096,0.0,0.911,0.515,4.324,3.13,0.0,3.121,0.911,5.024,3,4.0,2.64,10,3,0.881,0.448,1098.066,1.547,0.42,27.69,-37.82,8,0.004,1.615,-0.108,1.0,0.0,16.676,6.007,1.854,3,0.0,-21.14,-2.153,0.625,14.211,2.0,-0.12,0.377,0.146,10.69,0.622,4.76
325,726.85,s,ROP,CCC1CCOC(=O)CC1,False,False,True,False,False,False,False,False,False,True,142.198,-135.3,-0.051,-11.5,58,3.593,5.244,0.0,0.361,61.563,-106.57,6.924,3.1,1.202,3.67,0.587,0.0,1,237,0.638,27.3,10.722,1.281,10.722,2.144,0.305,0.236,3.982,-0.018,128.086,0.0,5.969,5.291,12.576,4.896,-253.37,4.737,1,-0.466,1.286,6.429,244.29,7.397,9.531,2.4,1,1,32.607,3.982,142.099,2.011,1,18.76,32.607,2.822,1,3.882,-2.062,0.25,2.123,1.286,5.69,3.09,0.061,2.803,2.123,10.722,1,4.826,4.05,9,2,1.202,0.521,1372.583,2.822,0.018,26.3,-36.05,10,0.028,2.136,-0.142,0.875,0.697,16.533,7.576,2.182,2,6.421,-20.92,-1.998,1.6,9.531,2.327,-0.53,0.466,0.305,9.981,1.271,6.429
326,744.947,l,cationic,ClCC1(CCl)COC1,False,False,False,True,False,False,False,False,True,False,155.024,-89.79,-0.056,-25.7,48,2.422,4.162,0.0,0.534,58.913,-43.59,0.0,1.75,1.008,5.72,0.519,0.114,1,129,0.363,24.75,5.596,0.895,0.0,2.361,0.057,0.52,2.526,0.114,146.96,0.0,0.0,4.42,24.974,4.951,-159.08,4.737,1,-0.38,1.175,6.004,195.432,6.036,4.737,1.75,1,1,0.0,3.595,153.995,0.949,1,0.0,0.0,2.26,0,0.0,-2.373,0.4,2.517,0.581,6.211,2.15,1.0,1.472,1.383,5.596,1,3.828,3.03,6,1,1.008,0.548,1098.066,2.795,0.114,9.23,-49.42,8,-0.006,1.669,-0.085,1.0,1.243,35.497,6.657,2.292,1,17.175,-32.66,-2.452,1.25,4.737,2.334,0.54,0.38,0.057,9.913,0.912,4.493
327,775.212,l,cationic,CC1(C)CC1,True,False,False,True,False,False,False,False,True,False,70.135,-49.19,-0.039,-28.28,30,0.562,2.272,0.0,0.233,33.193,-1.77,13.847,1.4,0.704,2.65,-0.003,0.75,1,46,0.0,30.0,2.299,0.126,0.0,2.3,-0.035,0.198,2.207,0.75,60.055,0.0,0.0,2.097,0.0,0.0,-79.24,0.0,1,-0.06,0.25,3.914,122.145,3.914,0.0,1.4,1,0,26.689,2.207,70.078,0.64,0,18.257,26.689,2.664,0,2.903,-1.858,0.29,1.25,0.25,4.819,3.44,1.0,4.597,1.25,2.299,0,2.207,0.15,5,0,0.704,0.407,686.291,2.664,0.75,0.0,-26.8,5,0.002,1.761,0.653,1.0,0.0,14.355,3.2,2.431,0,0.0,-15.13,-1.747,1.2,0.0,2.382,0.0,0.06,0.035,10.199,0.082,3.914
328,814.185,s,ROP,CC1CCOC(=O)CC1,False,False,True,False,False,False,False,False,False,True,128.171,-130.4,-0.051,-11.5,52,2.853,4.735,0.0,0.365,55.198,-101.67,6.924,3.111,1.061,3.68,0.588,0.0,1,192,0.638,29.0,10.606,1.251,10.606,2.118,0.305,0.236,3.444,-0.028,116.075,0.0,5.969,4.798,12.576,4.834,-243.57,4.737,1,-0.466,0.955,5.722,219.861,6.69,9.531,2.333,1,1,26.186,3.444,128.084,2.039,1,18.76,26.186,2.653,1,2.645,-2.003,0.18,1.715,0.955,5.69,3.11,0.067,2.78,1.715,10.606,1,4.288,4.04,9,2,1.061,0.46,1235.324,2.653,0.028,26.3,-36.13,9,0.025,1.966,-0.142,0.857,0.635,16.533,6.588,2.139,2,6.421,-21.0,-1.997,1.556,9.531,2.338,-0.53,0.466,0.305,10.04,1.271,5.722
329,833.517,l,ROP,O=C1CCO1,False,False,True,False,False,False,False,False,True,False,72.063,-108.7,-0.055,-23.9,28,0.708,2.772,0.0,0.365,29.738,-67.57,4.737,2.2,0.497,5.18,0.44,0.0,1,52,0.48,20.4,9.677,1.49,9.677,2.105,0.309,0.247,1.55,-0.065,68.031,0.0,5.969,2.744,12.576,4.292,-200.17,4.737,1,-0.465,0.185,2.731,122.145,3.699,9.531,2.2,1,1,6.421,1.55,72.021,0.251,1,0.0,6.421,0.97,1,0.625,-2.086,0.14,0.569,0.185,5.732,0.71,1.0,0.638,0.569,9.677,1,2.394,3.71,6,2,0.497,0.374,686.291,0.97,0.065,26.3,-45.9,5,0.005,1.299,-0.157,0.667,-0.065,16.555,2.694,1.965,2,0.0,-29.53,-2.182,1.8,9.531,2.322,-0.53,0.465,0.309,10.383,1.195,2.731
330,833.717,g,ROMP,C1=CCC1,False,True,False,False,False,False,False,True,False,False,54.092,-39.9,0.0,-30.0,22,0.593,1.97,12.152,0.368,26.139,38.5,12.152,1.25,0.521,0.0,0.091,0.0,0,35,0.074,20.0,2.181,0.285,0.0,1.81,-0.032,0.325,1.65,1.319,48.044,12.152,0.0,1.939,0.0,0.0,-31.4,0.0,1,-0.088,0.167,2.569,97.716,2.828,0.0,1.25,1,0,12.842,1.65,54.047,0.068,0,12.842,12.842,1.049,0,7.0,-1.919,0.0,0.667,0.167,4.925,0.0,-1.0,0.0,0.667,2.181,0,2.0,0.56,6,0,0.521,0.366,549.033,1.049,1.319,0.0,0.0,4,0.002,0.722,0.962,0.5,0.0,13.876,2.007,2.014,0,0.0,0.0,-1.714,1.0,0.0,2.473,-0.26,0.088,0.032,10.148,0.222,2.569
331,847.54,l,ROMP,C1=CC2CCC1C2,False,True,False,False,False,False,False,False,True,False,94.157,-42.0,-0.041,0.0,38,1.118,3.199,12.152,0.438,44.228,7.48,12.152,1.714,0.835,3.49,0.072,0.0,1,91,0.156,45.714,2.383,0.295,0.0,2.247,-0.023,0.518,3.133,0.991,84.077,12.152,0.0,3.217,0.0,0.0,-34.52,0.0,2,-0.085,1.717,4.431,171.003,4.69,0.0,1.571,2,0,19.262,3.133,94.078,0.425,0,31.098,19.262,2.718,0,9.185,-1.964,0.22,2.169,1.717,5.06,3.35,1.0,0.0,2.169,2.383,0,3.449,0.51,7,0,0.835,0.402,960.808,2.718,0.991,0.0,-32.04,7,0.002,2.216,0.691,0.714,1.981,14.3,3.707,2.376,0,0.0,-19.92,-1.821,1.0,0.0,2.271,-0.26,0.085,0.023,10.095,0.383,4.431
332,863.404,l,ROP,CC1CCCCNC1=O,False,False,True,False,False,False,False,False,True,False,127.187,-86.37,-0.08,-6.5,52,2.853,5.296,0.0,0.565,55.634,-63.92,5.317,3.111,1.102,7.18,0.745,0.0,1,194,0.751,29.0,10.903,1.548,10.903,2.136,0.222,0.681,3.582,0.229,114.083,0.0,0.0,5.373,12.452,0.0,-156.79,5.317,1,-0.356,1.092,5.814,219.861,6.69,4.795,2.333,1,1,26.186,3.582,127.1,1.699,1,12.842,26.186,2.688,0,3.405,-2.031,0.18,1.811,1.092,5.778,-0.05,1.0,2.865,1.811,10.903,0,4.305,3.58,9,1,1.102,0.515,1235.324,2.688,0.229,29.1,-64.75,9,0.319,1.987,-0.124,0.857,0.472,16.15,6.588,2.097,2,12.463,-40.94,-2.265,1.556,4.795,2.415,-0.53,0.356,0.222,10.062,0.893,5.814
333,926.298,l,cationic,C[Si]1(C)CCC1,False,False,False,True,False,False,False,False,True,False,100.237,-64.23,-0.053,0.0,36,1.092,5.167,0.0,0.309,40.574,-41.72,13.094,1.5,1.285,2.95,1.084,0.0,1,71,0.957,29.0,2.469,1.157,0.0,2.27,0.047,0.276,2.707,-0.451,88.141,0.0,0.0,5.713,8.074,0.0,-105.95,0.0,1,-0.069,2.652,5.621,146.574,4.621,0.0,1.5,1,1,6.421,6.121,100.071,0.646,1,0.0,31.603,3.018,0,1.527,-2.309,0.25,5.121,0.884,6.793,3.32,1.0,4.938,1.707,2.469,0,2.707,0.7,6,0,1.285,0.409,823.55,8.346,0.451,0.0,-32.68,6,0.077,1.322,0.906,1.0,0.0,28.332,4.378,2.304,0,8.074,-16.81,-2.323,1.167,0.0,2.311,0.217,0.069,0.047,10.534,1.196,4.621
334,962.193,l,cationic,CC1CC1,False,False,False,True,False,False,False,False,True,False,56.108,-41.718,-0.036,-28.082,24,0.48,1.989,0.0,0.302,26.828,5.9,6.924,1.75,0.564,2.3,-0.021,0.0,1,32,0.0,26.25,2.278,0.144,0.0,2.122,-0.044,0.238,1.894,1.083,48.044,0.0,0.0,1.923,0.0,0.0,-63.9,0.0,1,-0.063,0.167,2.992,97.716,2.992,0.0,1.75,1,0,19.765,1.894,56.063,0.222,0,5.918,19.765,1.683,0,2.972,-1.531,0.17,0.866,0.167,4.648,3.02,1.0,2.278,0.866,2.278,0,1.894,0.14,5,0,0.564,0.393,549.033,1.683,1.083,0.0,-23.72,4,0.003,1.75,0.983,1.0,1.083,14.182,2.25,2.262,0,0.0,-13.12,-1.419,1.5,0.0,2.171,0.0,0.063,0.044,10.53,0.192,2.992
335,973.545,l,cyclic,CC1(C)CCC1,False,False,False,False,True,False,False,False,True,False,84.162,-53.681,-0.045,-27.289,36,0.988,2.65,0.0,0.212,39.558,-8.07,13.847,1.5,0.845,3.08,0.0,0.722,1,67,0.0,29.0,2.33,0.098,0.0,2.245,-0.035,0.149,2.707,0.722,72.066,0.0,0.0,2.584,0.0,0.0,-89.04,0.0,1,-0.06,0.884,4.621,146.574,4.621,0.0,1.5,1,0,33.11,2.707,84.094,0.562,0,18.257,33.11,3.018,0,4.368,-2.333,0.25,1.707,0.884,4.769,4.28,1.0,4.66,1.707,2.33,0,2.707,0.15,6,0,0.845,0.422,823.55,3.018,0.722,0.0,-30.98,6,0.001,1.322,0.19,1.0,0.0,14.301,4.167,2.384,0,0.0,-17.59,-2.197,1.167,0.0,2.311,0.0,0.06,0.035,9.724,0.079,4.621
336,1010.866,l,ROP,O=C1CCCCO1,False,False,True,False,False,False,False,False,True,False,100.117,-118.5,-0.059,-10.6,40,1.959,3.665,0.0,0.429,42.468,-90.67,4.737,2.571,0.779,5.53,0.608,0.0,1,114,0.449,21.429,10.241,1.505,10.241,2.061,0.305,0.303,2.55,-0.036,92.053,0.0,5.969,3.653,12.576,4.639,-219.77,4.737,1,-0.466,0.63,4.145,171.003,5.113,9.531,2.286,1,1,19.262,2.55,100.052,1.18,1,12.842,19.262,1.678,1,2.685,-2.078,0.11,1.038,0.63,5.693,0.21,1.0,0.638,1.038,10.241,1,3.394,4.1,8,2,0.779,0.419,960.808,1.678,0.036,26.3,-49.05,7,-0.002,1.686,-0.146,0.8,-0.036,16.534,4.625,2.037,2,6.421,-31.58,-2.105,1.429,9.531,2.25,-0.53,0.466,0.305,10.202,1.186,4.145
337,1060.183,l,ROP,O=C1OCCOC1=O,False,False,True,False,False,False,False,False,True,False,116.072,-161.94,-0.079,-2.6,44,1.814,3.941,0.0,0.544,45.378,-158.7,9.474,1.625,0.712,6.89,0.815,0.0,1,143,0.828,19.5,10.097,1.682,20.195,2.205,0.417,0.582,2.144,-0.892,112.04,0.0,11.939,3.434,25.152,8.553,-323.24,9.474,1,-0.454,0.387,4.047,195.432,5.983,19.063,1.375,1,1,0.0,2.144,116.011,0.776,1,0.0,0.0,1.272,2,0.0,-2.087,0.2,0.716,0.387,6.295,-0.28,1.0,0.37,0.716,10.097,2,3.805,5.88,8,4,0.712,0.303,1098.066,1.272,0.185,52.6,-62.76,8,-0.0,1.768,-0.177,0.5,-1.785,16.633,5.084,1.907,4,0.0,-39.31,-2.285,1.0,19.063,2.517,-1.06,0.454,0.417,10.59,1.279,4.047
338,1070.731,l,cyclic,C1CCCCCC1,False,False,False,False,True,False,False,False,True,False,98.189,-54.67,-0.052,-6.53,42,3.061,3.693,0.0,0.362,45.923,-27.9,0.0,0.571,0.986,3.83,-0.002,0.0,1,120,0.0,24.0,1.5,0.095,0.0,1.951,-0.053,0.31,3.5,1.5,84.077,0.0,0.0,3.462,0.0,0.0,-89.1,0.0,1,-0.053,1.237,4.95,171.003,4.95,0.0,0.429,1,0,44.946,3.5,98.11,1.959,0,0.0,44.946,2.475,0,10.5,-1.854,0.0,1.75,1.237,4.507,4.41,1.0,0.0,1.75,1.5,0,3.5,0.08,9,0,0.986,0.409,960.808,2.475,1.5,0.0,-37.2,7,0.0,1.902,0.702,1.0,0.0,14.015,5.143,2.148,0,0.0,-21.84,-1.657,0.286,0.0,2.042,0.0,0.053,0.053,10.21,0.289,4.95
