,dS (cal/mol/K),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,STERICS_Backbone_Length,MIX_dGsolv298(kJ/mol),MIX_logK,SOLUTE_B_ML,SOLUTE_S_ML,RDKIT_SPS,PEP_dH_(kcal/mol),MIX_dHsolv298(kJ/mol),RDKIT_NumAliphaticRings,RDKIT_FractionCSP3,RDKIT_BCUT2D_LOGPLOW,SOLUTE_B_GC,SOLUTE_S_GC,MIX_dSsolv298(kJ/mol/K),STERICS_Side_Chain_Ratio,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_CHGHI,SOLUTE_E_GC,RDKIT_RingCount,MIX_logP,RDKIT_BalabanJ,RDKIT_Kappa3,RDKIT_MaxEStateIndex,RDKIT_MaxAbsEStateIndex,STERICS_Volume,RDKIT_VSA_EState1,TANIMOTO,RDKIT_MinPartialCharge,RDKIT_BCUT2D_CHGLO,RDKIT_MinEStateIndex,RDKIT_MaxAbsPartialCharge,DIPOLE_mmff94,SOLUTE_L_ML,SOLUTE_L_GC,RDKIT_HeavyAtomCount,RDKIT_NumAliphaticHeterocycles,RDKIT_VSA_EState2,STERICS_Wiener_Index,RDKIT_Chi1,RDKIT_PEOE_VSA7,RDKIT_fr_lactone,STERICS_VDW_Volume,RDKIT_Chi1v,RDKIT_BCUT2D_MRHI,RDKIT_Chi1n,RDKIT_Chi4v,RDKIT_SlogP_VSA2,RDKIT_EState_VSA8,PEP_dHf_2,RDKIT_NumSaturatedRings,PEP_dHf_0,RDKIT_Chi3v,RDKIT_SlogP_VSA3,RDKIT_PEOE_VSA14,RDKIT_NumHAcceptors,RDKIT_MinAbsEStateIndex,RDKIT_HallKierAlpha,RDKIT_Chi2n,PEP_dHf_1,RDKIT_Chi3n,RDKIT_NumValenceElectrons,RDKIT_AvgIpc,RDKIT_fr_ether,RDKIT_Chi0n,RDKIT_TPSA,RDKIT_NumSaturatedHeterocycles,RDKIT_qed,RDKIT_Chi0,RDKIT_NOCount,RDKIT_VSA_EState7,RDKIT_Chi2v,SOLUTE_E_ML,RDKIT_Chi4n,RDKIT_Chi0v,RDKIT_SMR_VSA5,RDKIT_PEOE_VSA1,RDKIT_LabuteASA,RDKIT_MaxPartialCharge,RDKIT_Kappa2,SOLUTE_V_GC
215,-15.488,s,ROP,CC1(C)Oc2ccccc2COC1=O,False,False,True,False,False,False,False,False,False,True,9,-20.03,3.51,0.644,1.53,18.857,0.0,-36.01,1,0.364,-2.376,0.76,1.52,-0.054,0.44,2.786,2.343,0.963,2,2.94,2.41,1.454,11.457,11.457,1921.616,10.663,0.182,-0.476,-2.205,-0.896,0.476,3.52,6.615,7.463,14,1,11.457,442,6.594,19.914,1,342.006,4.536,5.792,4.536,1.356,11.57,0.0,-258.43,0,-120.64,2.188,16.138,5.969,3,0.29,-1.51,3.796,-137.79,2.188,74,2.248,2,8.241,35.53,0,0.589,10.182,3,0.0,3.796,0.879,1.356,8.241,26.055,9.474,82.639,0.35,3.012,1.445
216,-9.728,l,ROP,CC1CCOC(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-34.03,5.97,0.647,1.433,28.625,-1.7,-56.01,1,0.8,-2.239,0.391,0.932,-0.074,0.2,2.875,2.155,0.304,1,0.91,2.336,1.118,10.229,10.229,1098.066,9.112,1.0,-0.434,-2.171,-0.538,0.508,4.87,3.859,2.927,8,1,10.229,142,3.788,6.924,2,195.432,2.622,5.601,2.622,0.565,18.866,9.474,-311.33,1,-145.35,1.042,9.474,6.155,3,0.038,-0.73,1.816,-164.28,1.042,46,1.642,2,4.716,35.53,1,0.442,5.983,3,0.311,1.816,0.394,0.565,4.716,19.449,9.474,47.582,0.508,2.026,0.838
217,-13.504,s,ROP,CCCCCCC1(CCCCCC)CCCOC1=O,False,False,True,False,False,False,False,False,False,True,8,-20.14,3.53,0.678,1.232,18.316,-10.6,-35.32,1,0.941,-2.37,0.392,1.062,-0.051,0.62,2.0,2.401,0.362,1,2.96,2.435,5.541,12.221,12.221,2607.907,5.369,0.053,-0.465,-2.35,-0.125,0.465,4.01,9.423,9.556,19,1,12.221,1054,9.249,25.683,1,464.151,8.422,5.77,8.422,3.19,12.576,13.847,-351.21,1,-156.39,4.484,9.531,5.969,2,0.103,-0.53,6.141,-184.22,4.484,112,2.428,1,13.009,26.3,1,0.399,13.977,2,14.242,6.141,0.218,3.19,13.009,90.897,4.737,118.848,0.312,9.386,2.47
218,-36.09,s,vinyl/acrylic,C=C(C)C#N,False,False,False,False,False,False,True,False,False,True,4,-30.46,5.34,0.367,0.706,5.6,-22.8,-30.61,0,0.25,-1.515,0.284,0.625,-0.0,0.43,2.2,1.642,0.297,0,2.28,3.349,3.23,7.794,7.794,686.291,0.0,0.136,-0.193,-1.615,0.56,0.193,3.55,2.352,2.317,5,0,0.0,44,2.27,6.924,0,122.145,1.327,5.106,1.327,0.0,0.0,6.579,5.8,0,35.95,0.191,0.0,0.0,1,0.56,-0.77,0.892,-7.35,0.191,26,1.379,0,3.154,23.79,0,0.389,4.284,1,0.0,0.892,0.274,0.0,3.154,6.924,0.0,31.537,0.094,1.54,0.643
219,-6.931,s,ROP,Cc1cn(C2CC3OC(=O)OCC3O2)c(=O)n(C)c1=O,False,False,True,False,False,False,False,False,False,True,8,-19.11,3.35,1.579,2.45,28.7,0.0,-32.82,2,0.583,-2.4,1.681,2.194,-0.046,0.64,2.75,2.429,1.502,3,2.04,1.939,1.921,12.106,12.106,2745.166,17.817,0.0,-0.431,-2.227,-0.723,0.508,4.07,9.916,9.184,20,2,34.83,1065,9.469,6.924,1,488.58,6.248,5.606,6.248,2.503,34.104,0.0,-396.2,2,-190.86,3.586,21.258,11.845,8,0.111,-2.09,4.948,-205.34,3.586,108,2.827,3,11.068,88.76,2,0.656,14.439,8,-0.281,4.948,1.369,2.503,11.068,31.78,14.211,113.024,0.508,4.48,1.853
220,-26.769,l,vinyl/acrylic,C=C(C)C,False,False,False,False,False,False,True,False,True,False,4,-11.1,1.95,0.084,0.083,6.5,-21.213,-20.74,0,0.5,-1.429,0.09,0.11,-0.032,0.33,1.5,1.513,0.165,0,2.8,2.803,14.095,3.556,3.556,549.033,0.0,1.0,-0.1,-1.65,1.167,0.1,0.16,1.632,1.718,4,0,0.0,28,1.732,13.847,0,97.716,1.354,4.784,1.354,0.0,0.0,6.579,-69.44,0,-4.087,0.0,0.0,0.0,0,1.167,-0.26,1.207,-44.14,0.0,24,0.811,0,3.207,0.0,0,0.37,3.577,0,0.0,1.207,0.126,0.0,3.207,13.847,0.0,27.144,-0.044,1.105,0.629
221,-9.584,s,ROP,CCCCCC1(CCCCC)CCCOC1=O,False,False,True,False,False,False,False,False,False,True,8,-20.33,3.56,0.654,1.226,19.059,-10.6,-35.49,1,0.933,-2.37,0.392,1.062,-0.051,0.58,2.118,2.401,0.362,1,2.99,2.513,4.327,12.082,12.082,2333.391,5.316,0.054,-0.465,-2.349,-0.122,0.465,4.01,8.381,8.57,17,1,12.082,774,8.249,25.683,1,415.293,7.422,5.769,7.422,2.836,12.576,13.847,-331.61,1,-146.59,3.984,9.531,5.969,2,0.093,-0.53,5.434,-174.42,3.984,100,2.334,1,11.595,26.3,1,0.462,12.563,2,11.483,5.434,0.241,2.836,11.595,78.056,4.737,106.118,0.312,7.73,2.188
222,-20.554,s,vinyl/acrylic,O=C1C=C(c2ccccc2)C(=O)N1,False,False,False,False,False,False,True,False,False,True,4,-27.71,4.86,0.718,1.851,15.538,-1.57,-45.66,1,0.0,-2.212,0.898,1.539,-0.06,0.73,2.231,2.208,1.402,2,-0.81,2.429,1.357,11.185,11.185,1784.358,0.0,0.033,-0.289,-1.971,-0.344,0.289,2.0,6.972,6.633,13,1,22.014,326,6.271,5.563,0,317.577,3.896,6.33,3.896,1.244,11.814,5.317,-116.24,0,-46.3,1.842,9.589,0.0,2,0.323,-1.9,2.742,-68.37,1.842,64,2.469,0,6.781,46.17,0,0.636,9.259,3,1.317,2.742,1.374,1.244,6.781,0.0,0.0,75.069,0.258,2.86,1.26
223,-3.824,s,ROP,O=C1CN(c2ccccc2)CCO1,False,False,True,False,False,False,False,False,False,True,8,-15.92,2.79,0.892,1.71,16.923,0.0,-27.28,1,0.3,-2.391,0.691,1.955,-0.038,0.47,2.692,2.168,1.248,2,1.81,2.126,1.801,10.983,10.983,1784.358,4.849,0.0,-0.462,-2.271,-0.143,0.462,3.61,6.424,7.355,13,1,13.003,390,6.36,12.133,1,317.577,4.317,5.764,4.317,1.409,25.666,0.0,-126.63,1,-53.11,2.066,9.531,5.969,3,0.143,-1.51,2.978,-73.52,2.066,68,2.192,1,7.272,29.54,1,0.6,9.096,3,0.0,2.978,1.058,1.409,7.272,0.0,9.637,76.92,0.325,3.474,1.346
224,-23.423,s,vinyl/acrylic,C1=Cc2cccc3cccc1c23,False,False,False,False,False,False,True,False,False,True,4,-20.25,3.55,0.228,1.16,12.667,-16.6,-36.28,1,0.0,-1.756,0.217,1.144,-0.054,0.71,1.833,2.057,1.786,3,2.98,2.643,0.62,2.178,2.178,1647.099,0.0,0.238,-0.061,-1.991,1.343,0.061,0.26,6.213,6.625,12,0,0.0,251,5.949,21.899,0,293.148,4.149,6.041,4.149,1.857,0.0,48.55,57.14,0,55.42,2.412,0.0,0.0,0,1.343,-1.56,3.126,18.32,2.412,56,2.524,0,6.619,0.0,0,0.463,7.966,0,4.356,3.126,1.779,1.857,6.619,0.0,0.0,71.148,-0.004,1.978,1.216
225,-30.473,l,vinyl/acrylic,C=C[Si](C)(C)c1ccccc1,False,False,False,False,False,False,True,False,True,False,4,-28.81,5.05,0.17,0.652,11.091,-15.95,-54.12,0,0.2,-2.383,0.185,0.617,-0.085,0.69,2.182,2.169,0.836,1,3.29,3.019,1.806,3.87,3.87,1509.841,0.0,1.0,-0.107,-2.163,-1.289,0.107,0.44,3.931,4.103,11,0,0.0,238,5.166,0.0,0,268.719,6.935,6.934,3.858,2.273,8.074,55.704,-23.92,0,14.24,4.87,0.0,0.0,0,1.289,-0.823,3.292,-22.21,2.028,58,2.063,0,7.171,0.0,0,0.585,8.32,0,0.0,7.721,0.854,0.986,8.171,13.094,0.0,69.583,0.103,3.053,0.955
226,-13.002,s,ROP,S=C1CCCCCO1,False,False,True,False,False,False,False,False,False,True,9,-21.53,3.77,0.356,0.958,21.75,1.0,-36.27,1,0.833,-1.968,0.45,0.909,-0.05,0.1,3.0,2.014,0.444,1,3.2,2.267,1.782,5.134,5.134,1098.066,5.134,0.037,-0.487,-1.972,0.808,0.487,3.69,4.813,4.298,8,1,0.0,158,3.894,31.48,0,195.432,3.459,7.796,3.05,1.034,11.658,0.0,-103.67,1,-44.22,1.61,4.737,0.0,2,0.808,-0.11,2.031,-60.45,1.288,46,1.941,1,4.852,9.23,1,0.463,5.82,1,4.675,2.486,0.778,0.806,5.669,25.683,4.737,55.03,0.159,3.024,1.025
227,1.434,s,cationic,C[Si](C)(C)OP1(=O)OCCCO1,False,False,False,True,False,False,False,False,False,True,8,-16.48,2.89,1.038,1.201,23.917,-10.6,-32.57,1,1.0,-2.259,0.933,1.233,-0.054,0.43,2.167,2.349,0.318,1,1.91,2.534,3.37,11.617,11.617,1647.099,26.908,0.0,-0.33,-2.271,-3.173,0.464,3.09,4.29,4.81,12,1,0.0,353,5.414,26.062,0,293.148,8.881,7.499,4.012,4.722,21.531,0.0,-331.61,1,-146.59,5.256,17.825,7.823,4,0.474,0.327,3.671,-174.42,1.173,72,1.825,0,7.702,44.76,1,0.518,9.243,4,0.791,10.037,0.331,0.837,9.596,26.062,4.213,73.953,0.464,3.596,1.003
228,-6.214,s,cationic,C1CCOCOC1,False,False,False,True,False,False,False,False,False,True,9,-21.79,3.82,0.629,0.815,24.0,-0.5,-37.74,1,1.0,-1.934,0.599,0.546,-0.054,0.0,2.0,1.941,0.238,1,3.25,2.042,1.9,4.972,4.972,960.808,9.944,0.0,-0.355,-1.929,0.5,0.355,2.04,3.15,3.117,7,1,0.0,120,3.5,12.842,0,171.003,2.655,4.382,2.655,0.585,20.007,0.0,-196.7,1,-87.6,0.994,9.474,0.0,2,0.5,-0.08,1.641,-108.6,0.994,42,1.902,2,4.352,18.46,1,0.449,4.95,2,2.306,1.641,0.297,0.585,4.352,12.842,9.474,43.42,0.146,2.993,0.822
229,-6.62,s,ROP,CCCCC1CCCOC1=O,False,False,True,False,False,False,False,False,False,True,8,-20.53,3.6,0.633,1.322,24.818,-10.6,-35.47,1,0.889,-2.233,0.438,0.935,-0.05,0.38,3.091,2.221,0.37,1,3.02,2.24,2.524,11.078,11.078,1509.841,4.949,0.056,-0.465,-2.196,0.032,0.465,4.07,5.815,5.837,11,1,11.078,294,5.343,19.262,1,268.719,4.509,5.724,4.509,1.451,12.576,6.924,-262.49,1,-112.03,2.181,9.531,5.969,2,0.032,-0.53,3.149,-139.86,2.181,64,2.033,1,7.136,26.3,1,0.585,8.104,2,5.442,3.149,0.345,1.451,7.136,39.028,4.737,67.928,0.308,4.369,1.342
230,-6.19,s,ROP,CCCCCC1CCCOC1=O,False,False,True,False,False,False,False,False,False,True,8,-20.35,3.57,0.624,1.344,23.75,-10.6,-35.37,1,0.9,-2.233,0.438,0.935,-0.05,0.43,3.0,2.222,0.37,1,2.99,2.157,2.839,11.166,11.166,1647.099,4.982,0.054,-0.465,-2.198,0.039,0.465,4.08,6.238,6.33,12,1,11.166,369,5.843,19.262,1,293.148,5.009,5.724,5.009,1.641,12.576,6.924,-272.29,1,-116.93,2.431,9.531,5.969,2,0.039,-0.53,3.502,-144.76,2.431,70,2.087,1,7.844,26.3,1,0.478,8.812,2,6.777,3.502,0.334,1.641,7.844,45.449,4.737,74.293,0.308,5.175,1.483
231,-10.014,s,ROP,O=C1CCC2(CCO1)OCCCCO2,True,False,True,False,False,False,False,False,False,True,9,-20.83,3.65,1.012,1.693,27.857,-11.1,-36.2,2,0.9,-2.352,1.155,1.673,-0.052,0.44,2.429,2.358,0.48,2,3.08,2.003,2.247,11.062,11.062,1921.616,16.383,0.029,-0.465,-2.294,-0.539,0.465,4.51,6.363,7.06,14,2,11.062,452,6.808,12.842,1,342.006,5.243,5.692,5.243,1.861,31.577,0.0,-400.07,2,-180.37,2.725,19.005,5.969,4,0.14,-0.61,3.785,-208.6,2.725,80,2.5,3,8.29,44.76,2,0.552,9.856,4,3.775,3.785,0.567,1.861,8.29,37.891,14.211,83.514,0.305,4.275,1.492
232,-3.609,s,ROMP,COC(=O)C1C2CCC=CCCC2C1C(=O)OC,False,True,False,False,False,False,False,False,False,True,10,-22.41,3.93,1.107,1.314,34.556,0.0,-40.98,2,0.714,-2.545,0.964,2.035,-0.062,0.5,1.611,2.569,0.734,2,3.33,2.173,2.158,11.83,11.83,2470.649,9.671,0.069,-0.469,-2.491,-0.307,0.469,2.7,7.519,9.021,18,0,23.66,816,8.702,37.519,0,439.722,6.51,5.844,6.51,3.435,26.158,12.152,-365.04,1,-158.12,4.306,19.063,11.939,4,0.267,-1.32,5.052,-206.92,4.306,100,2.354,2,10.926,52.6,0,0.556,13.121,4,8.181,5.052,0.75,3.435,10.926,25.683,9.474,107.332,0.309,5.548,1.97
233,-11.138,s,ROP,C=CCOCC1(CC)COC(=O)OC1,False,False,True,False,False,False,False,False,False,True,8,-20.9,3.66,0.914,1.542,19.643,-1.7,-36.33,1,0.7,-2.42,0.876,1.007,-0.052,0.5,2.714,2.359,0.34,1,3.09,2.407,2.734,10.695,10.695,1921.616,15.059,0.051,-0.433,-2.338,-0.585,0.508,5.29,6.047,5.295,14,1,10.695,482,6.722,6.421,2,342.006,4.705,5.602,4.705,1.256,32.583,6.579,-355.93,1,-167.65,2.386,14.211,6.155,4,0.184,-1.03,3.485,-186.58,2.386,80,2.22,3,8.453,44.76,1,0.385,10.441,4,1.967,3.485,0.459,1.256,8.453,13.345,14.211,83.83,0.508,5.002,1.558
234,-30.115,l,vinyl/acrylic,C=C(C)C(=O)OCC,False,False,False,False,False,False,True,False,True,False,4,-22.26,3.9,0.455,0.506,8.25,-22.74,-39.69,0,0.5,-2.028,0.479,0.529,-0.058,0.6,2.375,1.976,0.159,0,1.83,3.49,2.395,10.421,10.421,1098.066,4.565,1.0,-0.463,-1.963,-0.312,0.463,2.02,3.241,3.272,8,0,10.421,123,3.681,13.847,0,195.432,2.508,5.864,2.508,0.254,12.576,11.316,-246.68,0,-90.35,0.624,9.531,5.969,2,0.312,-0.79,1.501,-133.59,0.624,46,1.671,1,5.231,26.3,0,0.397,6.569,2,0.0,1.501,0.204,0.254,5.231,13.847,4.737,49.149,0.333,3.243,0.985
235,-10.492,s,ROP,CC1(C)COC(=O)OC1,False,False,True,False,False,False,False,False,False,True,8,-17.83,3.12,0.607,1.32,24.444,-1.7,-32.0,1,0.833,-2.336,0.465,0.709,-0.048,0.27,2.111,2.272,0.218,1,0.55,2.437,1.59,10.306,10.306,1235.324,9.264,0.091,-0.434,-2.271,-0.547,0.508,4.84,4.121,3.057,9,1,10.306,174,4.101,0.0,2,219.861,2.897,5.601,2.897,0.592,19.369,9.474,-321.17,1,-150.27,1.162,9.474,6.155,3,0.006,-0.73,2.992,-169.2,1.162,52,1.776,2,5.639,35.53,1,0.462,6.906,3,-0.547,2.992,0.306,0.592,5.639,13.847,9.474,53.947,0.508,1.898,0.978
236,-6.573,s,ROP,CCCCCCC1CCCOC1=O,False,False,True,False,False,False,False,False,False,True,8,-20.21,3.54,0.628,1.344,22.846,-10.6,-35.29,1,0.909,-2.233,0.438,0.935,-0.051,0.47,2.923,2.223,0.37,1,2.97,2.082,3.792,11.236,11.236,1784.358,5.009,0.053,-0.465,-2.199,0.044,0.465,4.07,6.733,6.822,13,1,11.236,458,6.343,19.262,1,317.577,5.509,5.724,5.509,1.818,12.576,6.924,-282.09,1,-121.83,2.681,9.531,5.969,2,0.044,-0.53,3.856,-149.66,2.681,76,2.152,1,8.551,26.3,1,0.485,9.519,2,8.152,3.856,0.32,1.818,8.551,51.869,4.737,80.658,0.308,6.005,1.624
237,-5.378,s,ROP,CCC1CCCOC1=O,True,False,True,False,False,False,False,False,False,True,8,-20.83,3.65,0.638,1.338,27.667,-10.6,-35.5,1,0.857,-2.225,0.438,0.935,-0.049,0.27,3.0,2.206,0.37,1,3.08,2.39,1.437,10.803,10.803,1235.324,4.842,0.062,-0.465,-2.181,0.003,0.465,4.08,4.938,4.852,9,1,10.803,182,4.343,19.262,1,219.861,3.509,5.723,3.509,1.109,12.576,0.0,-242.89,1,-102.23,1.767,9.531,5.969,2,0.003,-0.53,2.415,-130.06,1.767,52,1.893,1,5.722,26.3,1,0.498,6.69,2,2.998,2.415,0.361,1.109,5.722,26.186,4.737,55.198,0.308,2.853,1.061
238,-32.505,g,ionic,C=O,False,False,False,False,False,True,False,True,False,False,4,0.0,0.0,0.22,0.346,2.0,-11.58,0.0,0,0.0,-0.925,0.344,0.389,0.0,0.0,1.5,0.636,0.128,0,0.0,2.0,-5.36,8.0,8.0,274.517,0.0,-1.0,-0.307,-0.837,2.0,0.307,2.92,0.549,1.361,2,0,8.0,10,1.0,0.0,0,48.858,0.289,5.105,0.289,0.0,6.789,0.0,-90.63,0,-27.7,0.0,4.795,0.0,1,2.0,-0.33,0.0,-51.35,0.0,12,1.0,0,1.115,17.07,0,0.361,2.0,1,0.0,0.0,0.172,0.0,1.115,0.0,4.795,12.901,0.106,0.67,0.265
239,-8.843,l,ROMP,C1=CCCCCC1,True,True,False,False,False,False,False,False,True,False,9,-21.79,3.82,0.096,0.23,21.714,-5.53,-36.36,1,0.714,-1.666,0.087,0.265,-0.049,0.0,1.857,1.882,0.404,1,4.35,2.203,1.767,2.299,2.299,960.808,0.0,1.0,-0.089,-1.859,1.319,0.089,0.1,3.622,3.529,7,0,0.0,120,3.5,25.683,0,171.003,3.15,4.832,3.15,0.937,0.0,12.152,-60.8,0,-0.6,1.408,0.0,0.0,0,1.319,-0.26,2.109,-54.67,1.408,40,1.902,0,4.69,0.0,0,0.406,4.95,0,11.5,2.109,0.434,0.937,4.69,32.104,0.0,45.233,-0.035,2.839,0.943
240,-44.097,g,vinyl/acrylic,CC=CC,False,False,False,False,False,False,True,True,False,False,4,0.0,0.0,0.055,0.085,9.5,-23.215,0.0,0,0.5,-1.262,0.085,0.189,0.0,0.33,1.25,1.339,0.144,0,0.0,2.549,1.74,2.0,2.0,549.033,0.0,-1.0,-0.092,-1.491,2.0,0.092,0.12,1.674,1.924,4,0,0.0,29,1.914,13.847,0,97.716,1.488,4.68,1.488,0.0,0.0,0.0,-68.1,0,-2.629,0.333,0.0,0.0,0,2.0,-0.26,0.667,-42.256,0.333,24,1.371,0,3.155,0.0,0,0.37,3.414,0,4.0,0.667,0.146,0.0,3.155,13.847,0.0,27.144,-0.047,2.74,0.629
241,-5.569,s,ROP,CCCC1CCCOC1=O,False,False,True,False,False,False,False,False,False,True,8,-20.61,3.61,0.63,1.313,26.1,-10.6,-35.49,1,0.875,-2.231,0.438,0.935,-0.05,0.33,3.1,2.217,0.37,1,3.04,2.324,1.723,10.962,10.962,1372.583,4.904,0.059,-0.465,-2.192,0.021,0.465,4.08,5.276,5.345,10,1,10.962,232,4.843,19.262,1,244.29,4.009,5.724,4.009,1.349,12.576,6.924,-252.69,1,-107.13,1.912,9.531,5.969,2,0.021,-0.53,2.795,-134.96,1.912,58,1.944,1,6.429,26.3,1,0.549,7.397,2,4.168,2.795,0.356,1.349,6.429,32.607,4.737,61.563,0.308,3.593,1.202
242,-27.008,l,vinyl/acrylic,C=C(C)C(=O)OC,False,False,False,False,False,False,True,False,True,False,4,-20.95,3.67,0.432,0.538,7.714,-22.74,-37.72,0,0.4,-1.984,0.455,0.566,-0.056,0.56,2.143,1.95,0.201,0,1.78,3.578,1.978,10.19,10.19,960.808,4.273,1.0,-0.466,-1.91,-0.347,0.466,2.01,2.834,2.862,7,0,10.19,88,3.181,6.924,0,171.003,1.92,5.862,1.92,0.174,13.079,11.316,-230.34,0,-82.18,0.534,9.531,5.969,2,0.347,-0.79,1.272,-125.42,0.534,40,1.646,1,4.524,26.3,0,0.359,5.862,2,0.0,1.272,0.252,0.174,4.524,6.924,4.737,42.784,0.332,2.395,0.844
243,-4.804,l,ROP,CC1OCCOC1=O,False,False,True,False,False,False,False,False,True,False,8,-32.8,5.75,0.71,1.537,29.625,1.6,-56.85,1,0.8,-2.309,0.828,0.82,-0.081,0.2,2.75,2.18,0.367,1,-0.13,2.393,0.98,10.447,10.447,1098.066,9.542,1.0,-0.461,-2.167,-0.358,0.461,3.58,3.92,3.472,8,1,10.447,143,3.805,6.924,1,195.432,2.587,5.741,2.587,0.553,25.287,4.737,-281.93,1,-134.05,1.027,14.268,5.969,3,0.253,-0.57,1.681,-149.48,1.027,46,1.768,2,4.716,35.53,1,0.416,5.983,3,-0.358,1.681,0.406,0.553,4.716,13.028,9.474,47.582,0.335,2.132,0.838
244,-4.804,l,ROP,O=C1NC2CCCC1C2,False,False,True,False,False,False,False,False,True,False,7,-45.64,8.0,0.734,1.43,40.667,-6.5,-77.81,2,0.857,-2.236,0.717,1.006,-0.11,0.36,3.0,2.34,0.738,2,1.19,2.151,0.732,10.945,10.945,1235.324,0.0,1.0,-0.353,-2.135,0.303,0.353,3.94,5.048,4.947,9,1,10.945,156,4.36,19.262,0,219.861,3.664,5.81,3.664,1.878,11.949,5.317,-124.14,2,-57.17,2.391,4.795,0.0,1,0.303,-0.53,3.069,-60.47,2.391,50,2.092,0,5.391,29.1,1,0.506,6.268,2,4.692,3.069,0.679,1.878,5.391,31.725,5.317,54.629,0.223,1.723,0.993
245,-35.612,g,vinyl/acrylic,C=Cc1ccccc1,False,False,False,False,False,False,True,True,False,False,4,0.0,0.0,0.17,0.652,8.5,-19.2,0.0,0,0.0,-1.633,0.185,0.617,0.0,0.6,2.125,1.753,0.836,1,0.0,2.991,0.969,3.631,3.631,1098.066,0.0,-1.0,-0.098,-1.848,1.174,0.098,0.13,3.931,4.103,8,0,0.0,121,3.932,5.563,0,195.432,2.608,5.452,2.608,0.589,0.0,6.579,12.12,0,35.51,1.035,0.0,0.0,0,1.174,-1.04,1.615,-4.19,1.035,40,1.903,0,4.671,0.0,0,0.513,5.82,0,1.833,1.615,0.854,0.589,4.671,0.0,0.0,49.472,-0.026,2.314,0.955
246,-5.736,l,ROP,CC1(C)COC(=O)OC1,False,False,True,False,False,False,False,False,True,False,8,-33.9,5.94,0.607,1.32,24.444,-1.7,-53.7,1,0.833,-2.336,0.465,0.709,-0.066,0.27,2.111,2.272,0.218,1,0.69,2.437,1.59,10.306,10.306,1235.324,9.264,1.0,-0.434,-2.271,-0.547,0.508,4.84,4.121,3.057,9,1,10.306,174,4.101,0.0,2,219.861,2.897,5.601,2.897,0.592,19.369,9.474,-321.17,1,-150.27,1.162,9.474,6.155,3,0.006,-0.73,2.992,-169.2,1.162,52,1.776,2,5.639,35.53,1,0.462,6.906,3,-0.547,2.992,0.306,0.592,5.639,13.847,9.474,53.947,0.508,1.898,0.978
247,-2.39,s,ROP,CCC1(c2ccccc2)COC(=O)OC1,False,False,True,False,False,False,False,False,False,True,8,-16.73,2.93,0.771,1.756,19.133,-1.7,-32.49,1,0.417,-2.421,0.686,1.302,-0.053,0.53,2.333,2.371,0.856,2,0.36,2.263,1.819,10.854,10.854,2058.874,9.956,0.062,-0.433,-2.348,-0.56,0.508,4.7,6.927,6.412,15,1,10.854,512,7.267,11.984,2,366.435,5.118,5.609,5.118,1.844,19.369,6.924,-262.37,1,-120.87,2.996,14.889,6.155,3,0.171,-1.51,3.827,-139.8,2.996,80,2.318,2,8.733,35.53,1,0.697,10.726,3,0.333,3.827,0.819,1.844,8.733,18.76,9.474,89.004,0.508,3.928,1.586
248,-3.824,s,cationic,CCCCC1OCCOCCO1,False,False,False,True,False,False,False,False,False,True,10,-20.68,3.62,1.046,0.844,21.75,-5.6,-37.49,1,1.0,-2.25,0.861,0.604,-0.056,0.29,2.333,2.1,0.211,1,3.05,2.111,4.044,5.438,5.438,1647.099,16.053,0.032,-0.377,-2.205,0.008,0.377,2.11,5.539,5.277,12,1,0.0,423,5.932,12.842,0,293.148,4.741,4.483,4.741,1.165,32.718,6.924,-296.31,1,-136.87,1.856,14.211,0.0,3,0.008,-0.12,2.926,-153.84,1.856,72,2.024,3,7.752,27.69,1,0.65,8.648,3,3.385,2.926,0.317,1.165,7.752,32.476,14.211,73.994,0.157,6.402,1.444
249,-29.087,g,cationic,C1CCOCOCC1,False,False,False,True,False,False,False,True,False,False,10,0.0,0.0,0.692,0.736,24.0,-3.1,0.0,1,1.0,-2.061,0.538,0.464,0.0,0.0,2.0,1.943,0.255,1,0.0,2.0,2.285,5.052,5.052,1098.066,10.104,-1.0,-0.355,-2.083,0.5,0.355,2.06,3.64,3.394,8,1,0.0,165,4.0,19.262,0,195.432,3.155,4.409,3.155,0.762,20.007,0.0,-206.5,1,-89.9,1.244,9.474,0.0,2,0.5,-0.08,1.995,-113.5,1.244,48,1.615,2,5.059,18.46,1,0.473,5.657,2,3.646,1.995,0.326,0.762,5.059,19.262,9.474,49.785,0.146,3.866,0.963
